"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
1,5,-1.2916,5,3,-1.2154,1,0,0,5,0.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",1,5,0,-0.7,-1.22778,0,29,2.4,3.4,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,NA,4,4,4,3,4,3,4,3,1,2,3,2,2384,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.50342676773948
0,6,-0.2916,7,6,1.7846,0,1,1,4,-0.4818,3,0.707,0,"Asian","With family (commuting)","Female",0,35,1,2.3,1.77222,1.77222,-15,-2,-1,2,1,1,4,4,3,3,3,2,2,2,2,2,2,2,4,4,NA,4,4,4,4,4,4,4,5,3,2,3,3,2385,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.04332637326785
1,7,0.7084,6,5,0.7846,0,0,1,5,0.5182,3,0.707,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,28,1,1.6,1.07222,1.07222,26,2.1,3.1,4,4,4,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,6,6,5,6,5,3,2,2,2,2386,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.32554623102203
0,4,-2.2916,6,2,-2.2154,1,0,0,2,-2.4818,4,1.707,1,"Hispanic/Latino","With family (commuting)","Female",1,8,0,-0.4,-0.927780000000004,0,27,2.2,3.2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,6,6,6,6,6,6,3,4,3,4,3,4,2,3,1,2387,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.301643424329714
0,5,-1.2916,6,3,-1.2154,0,0,1,5,0.5182,2,-0.293,1,"White","Off-campus (rent/apartment)","Female",0,7,0,-0.5,-1.02778,0,-5,-1,0,3,3,3,2,3,3,3,3,2,2,3,2,3,2,2,4,4,5,4,4,5,5,5,5,5,5,2,3,3,2,2388,1,1,0,7,"White Commuter Working","non_FASt_1_11",0.52875025419599
1,8,1.7084,7,5,0.7846,0,1,1,4,-0.4818,2,-0.293,0,"White","With family (commuting)","Male",0,42,1,3,2.47222,2.47222,0,-0.5,0.5,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,6,NA,5,5,6,2,2,2,2,2389,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus",0.839591529122927
1,6,-0.2916,7,6,1.7846,0,1,0,6,1.5182,2,-0.293,0,"White","On-campus (residence hall)","Female",1,17,1,0.5,-0.027780000000004,-0.027780000000004,24,1.9,2.9,3,3,3,3,4,2,2,2,2,3,3,3,3,4,4,2,2,NA,2,NA,2,5,4,4,4,4,2,1,1,3,2390,2,4,1,6,"White Residential Traditional","FASt_12plus",1.10400100140833
0,7,0.7084,7,6,1.7846,0,0,0,6,1.5182,2,-0.293,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,43,1,3.1,2.57222,2.57222,6,0.1,1.1,3,2,2,3,3,3,4,3,3,3,3,3,3,4,3,NA,4,4,NA,4,4,5,6,6,6,6,2,3,2,2,2391,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.19872395337437
0,6,-0.2916,7,3,-1.2154,1,1,0,7,2.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,10,0,-0.2,-0.727780000000004,0,22,1.7,2.7,2,3,2,3,3,3,3,3,2,4,3,3,4,1,1,4,4,4,4,4,4,6,5,5,6,5,2,3,2,3,2392,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.843013688953122
0,6,-0.2916,7,1,-3.2154,1,0,0,4,-0.4818,3,0.707,1,"Black/African American","On-campus (residence hall)","Female",0,6,0,-0.6,-1.12778,0,27,2.2,3.2,3,4,3,3,3,2,4,2,4,4,4,3,3,2,2,3,4,NA,4,4,3,5,5,5,6,5,3,1,3,3,2393,1,2,1,5,"Black Campus Connector","non_FASt_1_11",0.393934438186074
1,7,0.7084,6,3,-1.2154,1,0,0,3,-1.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,21,1,0.9,0.372219999999996,0.372219999999996,-9,-1.4,-0.4,2,2,2,3,3,3,4,3,2,2,2,3,2,3,3,4,4,4,4,4,4,NA,3,3,3,2,2,2,3,3,2394,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",1.68075571915277
0,6,-0.2916,7,7,2.7846,0,1,1,2,-2.4818,4,1.707,0,"White","With family (commuting)","Male",1,31,1,1.9,1.37222,1.37222,-13,-1.8,-0.8,4,3,4,3,3,3,2,3,4,3,3,3,3,3,3,NA,2,3,3,2,2,5,6,NA,6,6,4,3,1,1,2395,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus",0.865136237328519
0,8,1.7084,6,7,2.7846,0,0,1,5,0.5182,4,1.707,0,"White","With family (commuting)","Male",1,1,0,-1.1,-1.62778,0,-2,-0.7,0.3,3,3,2,3,3,3,2,3,4,2,3,3,3,4,4,4,4,3,4,4,4,5,5,5,NA,5,4,2,2,2,2396,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.67252755420959
0,6,-0.2916,7,7,2.7846,0,0,0,4,-0.4818,2,-0.293,1,"Other/Multiracial/Unknown","With family (commuting)","Male",0,0,0,-1.2,-1.72778,0,12,0.7,1.7,2,2,2,3,4,4,3,3,4,4,4,4,4,3,3,NA,NA,4,4,3,4,5,5,5,5,5,2,3,4,2,2397,0,1,0,8,"Multiracial Bridge-Builder","non_DE",1.29613342584204
1,7,0.7084,7,5,0.7846,0,0,1,3,-1.4818,3,0.707,0,"White","On-campus (residence hall)","Male",0,12,1,0,-0.527780000000004,-0.527780000000004,8,0.3,1.3,3,3,3,3,2,2,3,2,3,3,4,3,3,4,4,5,4,4,4,4,4,7,7,7,7,7,3,1,2,2,2398,2,6,1,6,"White Residential Traditional","FASt_12plus",1.30226495508844
0,6,-0.2916,6,3,-1.2154,1,0,1,4,-0.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Male",1,12,1,0,-0.527780000000004,-0.527780000000004,-4,-0.9,0.1,3,3,3,3,2,2,2,3,3,3,4,3,3,3,3,2,2,2,2,2,2,4,5,4,5,4,2,2,3,2,2399,2,4,1,2,"Latino First-Gen Striver","FASt_12plus",1.80583251696809
1,6,-0.2916,6,3,-1.2154,1,0,0,4,-0.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,5,0,-0.7,-1.22778,0,13,0.8,1.8,2,3,2,3,3,3,2,3,2,3,3,2,2,2,2,4,4,4,4,4,4,4,5,5,5,NA,3,2,1,2,2400,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.625450442533672
0,7,0.7084,7,8,3.7846,0,1,1,5,0.5182,3,0.707,0,"Asian","With family (commuting)","Female",0,26,1,1.4,0.872219999999996,0.872219999999996,-7,-1.2,-0.2,2,2,1,3,3,3,3,3,4,4,3,4,4,4,4,4,3,3,3,3,3,7,7,7,6,6,3,1,1,2,2401,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.579996422048176
1,5,-1.2916,7,4,-0.2154,0,0,0,5,0.5182,3,0.707,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,16,1,0.4,-0.127780000000004,-0.127780000000004,33,2.8,3.8,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,NA,4,5,4,5,4,5,3,1,3,2,2402,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.87442610088272
1,6,-0.2916,7,2,-2.2154,0,0,0,2,-2.4818,2,-0.293,1,"White","Off-campus (rent/apartment)","Female",0,6,0,-0.6,-1.12778,0,18,1.3,2.3,2,2,2,3,2,3,3,4,2,3,3,2,3,1,1,NA,3,3,4,4,NA,4,5,5,5,4,2,2,3,3,2403,1,2,1,7,"White Commuter Working","non_FASt_1_11",0.524599162208328
1,6,-0.2916,5,5,0.7846,0,0,1,5,0.5182,3,0.707,0,"Asian","With family (commuting)","Male",0,4,0,-0.8,-1.32778,0,6,0.1,1.1,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,4,4,4,3,3,2,2,2,2404,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.970884826317469
1,6,-0.2916,7,3,-1.2154,1,0,0,6,1.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Male",0,4,0,-0.8,-1.32778,0,-3,-0.8,0.2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,3,4,4,4,5,NA,3,6,6,6,6,NA,2,2,2,1,2405,1,3,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.618448972672345
0,5,-1.2916,7,1,-3.2154,1,0,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,5,0,-0.7,-1.22778,0,30,2.5,3.5,2,3,3,3,4,4,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,5,5,5,6,5,2,2,2,2,2406,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.303474151654915
1,6,-0.2916,6,4,-0.2154,1,0,0,6,1.5182,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Male",0,11,0,-0.1,-0.627780000000004,0,12,0.7,1.7,2,2,3,3,2,3,3,3,2,3,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2407,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.77405780926198
0,6,-0.2916,7,1,-3.2154,1,0,1,3,-1.4818,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",1,4,0,-0.8,-1.32778,0,-3,-0.8,0.2,2,2,2,3,4,4,4,3,3,2,3,2,3,2,2,4,3,3,3,3,3,5,5,5,5,5,1,1,3,2,2408,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.44639201022594
0,6,-0.2916,6,2,-2.2154,1,1,1,2,-2.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,24,1,1.2,0.672219999999996,0.672219999999996,9,0.4,1.4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,5,5,4,4,5,5,6,6,6,6,6,3,2,2,3,2409,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.71113217384477
0,6,-0.2916,6,2,-2.2154,1,1,0,4,-0.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",1,7,0,-0.5,-1.02778,0,12,0.7,1.7,2,1,2,2,3,2,3,3,3,3,3,2,2,3,3,4,4,4,4,4,5,4,5,4,4,4,2,2,2,1,2410,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.718752165720865
0,4,-2.2916,7,2,-2.2154,1,1,1,4,-0.4818,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,11,0,-0.1,-0.627780000000004,0,-4,-0.9,0.1,4,4,4,3,4,4,3,3,2,1,2,2,2,3,3,3,3,3,3,NA,4,6,6,5,5,5,2,4,2,2,2411,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.481121881166414
1,6,-0.2916,7,2,-2.2154,1,1,0,3,-1.4818,2,-0.293,1,"Asian","With family (commuting)","Male",0,9,0,-0.3,-0.827780000000004,0,22,1.7,2.7,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,6,6,6,6,NA,NA,4,5,5,6,6,2,2,3,3,2412,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.729336938600071
1,6,-0.2916,7,7,2.7846,0,0,0,5,0.5182,2,-0.293,0,"Asian","With family (commuting)","Female",1,7,0,-0.5,-1.02778,0,8,0.3,1.3,4,4,4,3,4,2,3,3,2,3,2,3,2,3,3,4,4,4,4,4,4,6,7,6,6,7,2,1,3,3,2413,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.28559814550968
0,6,-0.2916,7,4,-0.2154,1,0,0,4,-0.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,1,0,-1.1,-1.62778,0,25,2,3,3,3,3,3,3,4,3,3,2,2,2,2,1,2,2,NA,5,5,5,5,4,3,4,3,3,4,3,1,3,4,2414,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.76905010665467
1,6,-0.2916,7,6,1.7846,0,0,1,2,-2.4818,2,-0.293,0,"White","On-campus (residence hall)","Female",0,3,0,-0.9,-1.42778,0,22,1.7,2.7,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,5,4,4,7,7,7,NA,7,2,1,2,2,2415,1,2,1,6,"White Residential Traditional","non_FASt_1_11",1.1949420578228
0,7,0.7084,7,5,0.7846,0,0,0,7,2.5182,2,-0.293,0,"Asian","Off-campus (rent/apartment)","Female",0,7,0,-0.5,-1.02778,0,33,2.8,3.8,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,1,1,1,1,2,1,5,5,5,5,6,2,4,2,2,2416,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.09370922857553
0,5,-1.2916,6,3,-1.2154,1,0,0,4,-0.4818,3,0.707,1,"Asian","With family (commuting)","Female",0,21,1,0.9,0.372219999999996,0.372219999999996,-12,-1.7,-0.7,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,5,3,4,4,NA,NA,3,3,3,3,3,3,2,2,2,2417,2,5,1,4,"Asian First-Gen Navigator","FASt_12plus",1.99056659204161
1,7,0.7084,7,3,-1.2154,1,0,0,5,0.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.32778,0,12,0.7,1.7,3,3,3,2,1,2,2,2,3,2,2,3,4,3,3,4,5,4,5,5,5,3,3,3,3,3,3,3,1,2,2418,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.769639851258774
1,7,0.7084,7,5,0.7846,0,0,0,5,0.5182,3,0.707,0,"White","On-campus (residence hall)","Male",0,3,0,-0.9,-1.42778,0,-8,-1.3,-0.3,4,4,4,3,2,2,3,3,4,3,3,3,2,3,3,3,4,4,4,4,5,6,6,NA,5,5,3,2,2,2,2419,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.10402292345541
0,7,0.7084,6,1,-3.2154,1,0,1,4,-0.4818,1,-1.293,1,"Hispanic/Latino","With family (commuting)","Female",0,8,0,-0.4,-0.927780000000004,0,-10,-1.5,-0.5,2,1,2,3,3,3,4,4,3,3,3,3,3,3,2,4,4,4,4,5,NA,2,1,2,1,1,1,1,3,2,2420,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.561787868514627
1,8,1.7084,7,6,1.7846,0,0,1,5,0.5182,2,-0.293,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,6,0,-0.6,-1.12778,0,-2,-0.7,0.3,4,4,4,3,3,3,3,3,2,3,2,2,3,4,4,3,3,3,3,3,4,5,5,5,5,5,2,1,2,2,2421,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.53539286828332
1,6,-0.2916,7,3,-1.2154,1,0,1,6,1.5182,2,-0.293,1,"Asian","With family (commuting)","Male",0,4,0,-0.8,-1.32778,0,22,1.7,2.7,3,3,3,3,2,3,3,3,1,3,1,2,2,3,3,4,4,NA,4,3,5,4,4,4,4,4,2,3,3,2,2422,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.659431503078401
1,7,0.7084,7,3,-1.2154,1,0,0,6,1.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,9,0,-0.3,-0.827780000000004,0,-3,-0.8,0.2,4,3,4,3,3,3,3,2,3,3,4,3,3,3,3,4,5,4,5,NA,4,3,3,4,3,4,2,3,2,1,2423,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.771658874790983
0,6,-0.2916,5,2,-2.2154,1,0,0,5,0.5182,3,0.707,1,"Hispanic/Latino","With family (commuting)","Male",0,1,0,-1.1,-1.62778,0,-5,-1,0,2,3,3,2,2,1,2,2,2,2,3,2,3,3,3,5,5,4,4,5,5,3,3,2,3,2,3,1,3,2,2424,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.491910124244445
0,7,0.7084,7,6,1.7846,0,0,1,6,1.5182,2,-0.293,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,47,1,3.5,2.97222,2.97222,6,0.1,1.1,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,2,2,NA,2,2,1,5,6,5,6,5,2,2,4,4,2425,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.1452776614685
0,4,-2.2916,6,3,-1.2154,1,0,1,4,-0.4818,2,-0.293,1,"Asian","With family (commuting)","Male",0,5,0,-0.7,-1.22778,0,7,0.2,1.2,2,2,2,1,2,1,3,2,1,1,2,2,2,1,1,6,NA,5,5,6,6,3,4,4,3,4,2,1,1,2,2426,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.418661589621889
1,7,0.7084,7,6,1.7846,0,0,1,5,0.5182,1,-1.293,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,25,1,1.3,0.772219999999996,0.772219999999996,-11,-1.6,-0.6,3,3,3,4,4,2,3,3,4,3,4,4,4,4,4,1,1,1,2,2,2,5,6,6,6,6,1,2,3,3,2427,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.11863876170206
0,6,-0.2916,7,6,1.7846,0,0,0,5,0.5182,2,-0.293,0,"Asian","With family (commuting)","Male",0,46,1,3.4,2.87222,2.87222,30,2.5,3.5,3,2,3,4,4,4,4,4,3,3,2,3,3,2,2,4,4,NA,4,4,5,5,5,5,5,5,2,2,2,3,2428,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.37708455182592
0,7,0.7084,7,7,2.7846,0,1,1,4,-0.4818,3,0.707,0,"Asian","With family (commuting)","Female",0,25,1,1.3,0.772219999999996,0.772219999999996,10,0.5,1.5,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,2,2,2,2,2,3,5,5,4,5,5,3,1,2,3,2429,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus",0.708550527967513
1,7,0.7084,5,2,-2.2154,1,1,1,3,-1.4818,3,0.707,1,"Black/African American","On-campus (residence hall)","Female",1,24,1,1.2,0.672219999999996,0.672219999999996,33,2.8,3.8,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,3,2,3,3,6,6,6,6,6,3,3,3,2,2430,2,7,1,5,"Black Campus Connector","FASt_12plus",1.54910589996363
0,5,-1.2916,6,2,-2.2154,1,0,1,4,-0.4818,2,-0.293,1,"Asian","With family (commuting)","Female",0,3,0,-0.9,-1.42778,0,18,1.3,2.3,3,2,2,3,2,2,3,2,1,2,1,2,1,3,3,2,NA,2,2,2,1,5,4,4,5,4,2,2,2,3,2431,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.425003394584844
0,5,-1.2916,7,1,-3.2154,1,0,0,1,-3.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",1,11,0,-0.1,-0.627780000000004,0,-11,-1.6,-0.6,3,3,3,3,3,3,4,4,3,2,3,3,3,3,3,4,4,4,5,4,5,NA,4,4,3,4,2,1,3,2,2432,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.324103228721192
1,6,-0.2916,7,1,-3.2154,1,1,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.32778,0,8,0.3,1.3,2,2,2,3,4,4,3,4,2,2,2,2,3,3,3,4,3,4,4,4,4,4,6,5,5,5,2,1,3,2,2433,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.573021349537985
0,6,-0.2916,7,7,2.7846,0,0,0,3,-1.4818,3,0.707,0,"White","On-campus (residence hall)","Female",0,20,1,0.8,0.272219999999996,0.272219999999996,-5,-1,0,4,4,4,4,4,4,4,4,3,2,2,3,3,4,4,2,2,2,1,2,2,4,5,4,5,4,3,2,2,2,2434,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.18897624001644
0,6,-0.2916,7,5,0.7846,0,1,1,5,0.5182,2,-0.293,0,"White","On-campus (residence hall)","Male",1,3,0,-0.9,-1.42778,0,-3,-0.8,0.2,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,3,3,7,7,7,7,6,2,4,2,2,2435,1,3,1,6,"White Residential Traditional","non_FASt_1_11",1.26413043234665
0,4,-2.2916,7,1,-3.2154,1,0,0,5,0.5182,3,0.707,1,"Black/African American","On-campus (residence hall)","Female",0,9,0,-0.3,-0.827780000000004,0,7,0.2,1.2,3,3,3,4,3,4,4,4,4,4,3,3,3,2,2,2,2,2,2,3,2,5,NA,4,5,5,3,2,3,3,2436,1,2,1,5,"Black Campus Connector","non_FASt_1_11",0.225998671388452
1,8,1.7084,7,5,0.7846,0,1,0,4,-0.4818,3,0.707,0,"White","On-campus (residence hall)","Female",0,39,1,2.7,2.17222,2.17222,1,-0.4,0.6,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,3,2,3,3,3,2,5,5,5,5,4,3,1,1,1,2437,2,6,1,6,"White Residential Traditional","FASt_12plus",0.901190367441863
1,5,-1.2916,6,2,-2.2154,0,0,0,2,-2.4818,1,-1.293,1,"White","Off-campus (rent/apartment)","Female",0,0,0,-1.2,-1.72778,0,7,0.2,1.2,2,2,3,4,3,4,4,4,2,2,2,1,2,2,2,4,4,4,4,4,4,5,4,4,4,5,1,2,1,1,2438,0,3,1,7,"White Commuter Working","non_DE",0.416506388712038
0,7,0.7084,7,8,3.7846,0,0,1,3,-1.4818,2,-0.293,0,"Asian","On-campus (residence hall)","Female",1,27,1,1.5,0.972219999999996,0.972219999999996,11,0.6,1.6,2,2,2,2,3,3,2,3,3,4,3,4,4,4,4,2,2,2,2,2,2,6,6,7,6,6,2,3,3,2,2439,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus",0.775284548577157
0,5,-1.2916,5,7,2.7846,1,0,0,5,0.5182,3,0.707,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,40,1,2.8,2.27222,2.27222,11,0.6,1.6,2,2,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,5,6,5,5,5,3,2,3,1,2440,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.40200400865305
0,6,-0.2916,7,7,2.7846,0,0,1,4,-0.4818,3,0.707,0,"Asian","With family (commuting)","Male",0,25,1,1.3,0.772219999999996,0.772219999999996,20,1.5,2.5,2,2,2,4,3,4,3,3,2,2,2,1,1,2,3,6,5,5,5,5,4,5,6,6,6,5,3,1,1,2,2441,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.14718517300549
1,6,-0.2916,6,2,-2.2154,1,0,1,6,1.5182,2,-0.293,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,51,1,3.9,3.37222,3.37222,-9,-1.4,-0.4,2,3,3,4,3,4,3,4,3,4,3,3,3,4,3,4,4,3,3,3,3,6,5,5,5,5,2,1,3,3,2442,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.95354332925935
0,7,0.7084,7,2,-2.2154,1,0,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,1,0,-1.1,-1.62778,0,-6,-1.1,-0.1,2,2,2,4,3,3,3,3,3,2,2,3,3,3,3,5,5,5,5,5,5,4,4,4,5,4,2,1,3,2,2443,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.634898039547712
0,8,1.7084,7,6,1.7846,0,0,0,2,-2.4818,2,-0.293,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,4,0,-0.8,-1.32778,0,-10,-1.5,-0.5,3,3,3,4,4,3,4,3,3,3,3,3,2,3,2,3,3,3,4,3,3,4,NA,4,3,4,2,2,4,3,2444,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",1.51672145057465
1,6,-0.2916,7,2,-2.2154,0,0,0,5,0.5182,3,0.707,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,54,1,4.2,3.67222,3.67222,13,0.8,1.8,3,3,3,4,3,3,3,3,4,2,4,3,4,3,3,3,3,3,4,3,3,4,5,5,5,5,3,2,3,2,2445,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.99012812615895
1,5,-1.2916,7,2,-2.2154,1,0,0,5,0.5182,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-1.52778,0,1,-0.4,0.6,1,2,1,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,4,4,NA,3,2,1,2,1,2446,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.3898112944292
1,6,-0.2916,6,5,0.7846,0,1,0,4,-0.4818,2,-0.293,0,"White","Off-campus (rent/apartment)","Female",1,11,0,-0.1,-0.627780000000004,0,-3,-0.8,0.2,3,3,3,3,4,3,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,4,4,4,4,5,2,3,3,2,2447,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",1.22332169299131
0,8,1.7084,7,6,1.7846,0,0,0,6,1.5182,2,-0.293,0,"White","On-campus (residence hall)","Male",0,6,0,-0.6,-1.12778,0,20,1.5,2.5,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,5,6,6,6,6,2,2,3,2,2448,1,1,0,6,"White Residential Traditional","non_FASt_1_11",1.47194401241321
0,6,-0.2916,6,2,-2.2154,1,0,0,3,-1.4818,2,-0.293,1,"Hispanic/Latino","With family (commuting)","Male",0,2,0,-1,-1.52778,0,16,1.1,2.1,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,2,7,6,6,7,6,2,1,1,1,2449,1,2,1,2,"Latino First-Gen Striver","non_FASt_1_11",0.516111123570708
1,6,-0.2916,7,2,-2.2154,1,0,0,4,-0.4818,3,0.707,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-1.52778,0,-12,-1.7,-0.7,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,4,4,4,4,4,5,5,5,5,6,6,3,2,2,3,2450,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.500101361148047
0,5,-1.2916,7,4,-0.2154,1,0,1,3,-1.4818,2,-0.293,1,"Asian","With family (commuting)","Female",1,3,0,-0.9,-1.42778,0,34,2.9,3.9,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,6,6,6,6,6,6,3,3,3,3,4,2,1,3,2,2451,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.677271985151121
0,6,-0.2916,7,7,2.7846,0,0,1,5,0.5182,3,0.707,0,"Asian","On-campus (residence hall)","Male",0,33,1,2.1,1.57222,1.57222,-12,-1.7,-0.7,4,3,4,3,3,3,3,3,3,4,4,3,3,3,2,2,2,2,2,2,1,6,6,7,6,6,3,1,1,2,2452,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.1588067335552
