cohort,hgrades,hgrades_c,Cgrades,bparented,bparented_c,pell,hapcl,hprecalc13,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,firstgen,re_all,living18,sex,StemMaj,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,r,r_minus,r_plus,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,SFcareer,SFotherwork,SFdiscuss,SFperform,id,DE_group_temp,hdc17,DC_student
1,6,-0.6163999999999996,7,7,0.9588000000000001,1,1,0,3,-1.4817999999999998,1,-1.3157999999999999,1,Black/African American,Off-campus (rent/apartment),Male,0,34,1,2.244785406221516,1.1792969060890863,1.1792969060890863,7,0.19999999999999996,1.2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1,2,2,2,1864,2,6,1
0,5,-1.6163999999999996,6,6,-0.0411999999999999,0,0,1,3,-1.4817999999999998,2,-0.31579999999999986,1,Black/African American,On-campus (residence hall),Female,0,12,1,0.05391296941685795,-1.0115755307155716,-1.0115755307155716,-12,-1.7,-0.7,2,3,2,2,2,2,2,3,3,3,3,3,2,3,3,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2,1,3,3,1865,2,5,1
1,7,0.3836000000000004,7,7,0.9588000000000001,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,47,1,3.570312267229494,2.5048237670970646,2.5048237670970646,14,0.8999999999999999,1.9,2,2,2,3,4,3,4,3,3,3,4,2,4,2,2,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2,1,2,1,1866,2,7,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,0,6,1.5182000000000002,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,6,0,0.0,-1.0654885001324295,-0.0,21,1.6,2.6,3,2,2,3,3,4,3,3,2,2,2,2,1,3,3,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3,2,1867,1,2,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,1,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,55,1,4.3373717917889945,3.271883291656565,3.271883291656565,24,1.9,2.9,2,3,3,3,3,2,4,3,2,2,2,2,3,3,2,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,2,2,2,2,1868,2,4,1
1,8,1.3836000000000004,7,7,0.9588000000000001,0,0,1,3,-1.4817999999999998,3,0.6842000000000001,0,White,With family (commuting),Female,0,80,1,6.8,5.734511499867571,5.734511499867571,-9,-1.4,-0.4,2,2,2,3,3,3,3,3,3,2,2,3,3,4,4,3.0,2.0,3.0,3.0,3.0,2.0,7.0,6.0,6.0,7.0,7.0,3,3,2,4,1869,2,5,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,0,1,0,3,-1.4817999999999998,2,-0.31579999999999986,0,Other/Multiracial/Unknown,On-campus (residence hall),Female,1,11,0,0.0,-1.0654885001324295,-0.0,12,0.7,1.7,2,4,3,3,3,3,2,3,4,3,4,3,3,3,3,3.0,4.0,4.0,3.0,3.0,3.0,7.0,6.0,6.0,6.0,,2,3,3,1,1870,1,2,1
1,7,0.3836000000000004,7,6,-0.0411999999999999,0,0,0,5,0.5182000000000002,1,-1.3157999999999999,1,Hispanic/Latino,With family (commuting),Female,0,2,0,0.0,-1.0654885001324295,-0.0,-8,-1.3,-0.30000000000000004,1,2,2,2,2,3,2,2,3,3,3,3,3,2,2,4.0,4.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1,2,1,2,1871,1,2,1
0,7,0.3836000000000004,7,5,-1.0412,0,0,1,6,1.5182000000000002,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,10,0,0.0,-1.0654885001324295,-0.0,-13,-1.8,-0.8,2,2,2,3,3,3,3,2,2,2,3,2,2,3,3,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2,2,3,1,1872,1,2,1
1,5,-1.6163999999999996,6,7,0.9588000000000001,1,0,1,6,1.5182000000000002,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,1,9,0,0.0,-1.0654885001324295,-0.0,33,2.8,3.8,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,5.0,5.0,5.0,,6.0,,,4.0,5.0,4.0,4.0,2,2,2,2,1873,1,1,0
1,8,1.3836000000000004,7,7,0.9588000000000001,1,1,0,7,2.5182,1,-1.3157999999999999,0,Black/African American,On-campus (residence hall),Female,0,62,1,5.026365262041351,3.960876761908921,3.960876761908921,1,-0.4,0.6,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,4.0,4.0,4.0,4.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,1,2,1,1,1874,2,7,1
0,6,-0.6163999999999996,7,7,0.9588000000000001,1,1,0,3,-1.4817999999999998,2,-0.31579999999999986,0,White,With family (commuting),Male,0,9,0,0.0,-1.0654885001324295,-0.0,2,-0.3,0.7,3,3,3,3,3,2,3,3,3,4,3,3,3,2,3,3.0,,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,2,2,2,2,1875,1,2,1
0,8,1.3836000000000004,7,5,-1.0412,1,0,1,3,-1.4817999999999998,4,1.6842000000000001,0,White,On-campus (residence hall),Female,0,31,1,1.9174402767687702,0.8519517766363407,0.8519517766363407,-9,-1.4,-0.4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3.0,4.0,3.0,3.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,4,1,2,3,1876,2,4,1
0,6,-0.6163999999999996,7,5,-1.0412,0,0,1,5,0.5182000000000002,3,0.6842000000000001,1,Other/Multiracial/Unknown,On-campus (residence hall),Female,0,2,0,0.0,-1.0654885001324295,-0.0,27,2.2,3.2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3,2,3,3,1877,1,3,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,0,4,-0.4817999999999998,4,1.6842000000000001,0,Hispanic/Latino,On-campus (residence hall),Male,0,2,0,0.0,-1.0654885001324295,-0.0,6,0.09999999999999998,1.1,4,4,4,3,3,3,3,3,3,2,2,3,4,4,3,3.0,3.0,4.0,4.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,4,1,2,2,1878,1,2,1
1,7,0.3836000000000004,7,5,-1.0412,0,0,0,3,-1.4817999999999998,3,0.6842000000000001,0,Other/Multiracial/Unknown,With family (commuting),Male,0,11,0,0.0,-1.0654885001324295,-0.0,4,-0.09999999999999998,0.9,3,3,3,3,2,2,2,2,2,3,2,3,2,3,3,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3,2,2,2,1879,1,3,1
0,5,-1.6163999999999996,6,6,-0.0411999999999999,1,0,0,6,1.5182000000000002,4,1.6842000000000001,0,Other/Multiracial/Unknown,With family (commuting),Female,0,4,0,0.0,-1.0654885001324295,-0.0,10,0.5,1.5,2,2,2,3,3,3,2,2,2,1,2,2,2,2,2,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4,1,3,1,1880,1,2,1
1,6,-0.6163999999999996,6,5,-1.0412,0,1,1,5,0.5182000000000002,1,-1.3157999999999999,0,Asian,With family (commuting),Male,0,14,1,0.21380906344175815,-0.8516794366906713,-0.8516794366906713,19,1.4,2.4,1,2,2,2,2,3,2,3,3,3,2,3,3,4,3,5.0,3.0,,4.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,1,2,3,4,1881,2,6,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,1,5,0.5182000000000002,2,-0.31579999999999986,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Female,0,66,1,5.42268793673424,4.35719943660181,4.35719943660181,6,0.09999999999999998,1.1,3,3,3,3,2,3,2,2,3,4,3,3,3,4,4,2.0,3.0,3.0,2.0,,2.0,6.0,5.0,6.0,5.0,5.0,2,2,1,4,1882,2,7,1
0,7,0.3836000000000004,6,5,-1.0412,1,0,0,3,-1.4817999999999998,4,1.6842000000000001,1,Other/Multiracial/Unknown,Off-campus (rent/apartment),Female,0,1,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,4,4,4,2,3,3,3,2,3,3,4,3,3,3,3,,3.0,3.0,3.0,3.0,,4.0,5.0,5.0,5.0,5.0,4,2,2,2,1883,1,3,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,0,7,2.5182,2,-0.31579999999999986,0,White,With family (commuting),Male,0,1,0,0.0,-1.0654885001324295,-0.0,-13,-1.8,-0.8,4,4,4,2,2,3,2,2,3,2,2,2,3,3,3,3.0,3.0,4.0,3.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,2,1,2,2,1884,1,2,1
0,8,1.3836000000000004,7,8,1.9588,1,1,0,4,-0.4817999999999998,1,-1.3157999999999999,1,Black/African American,Off-campus (rent/apartment),Male,1,1,0,0.0,-1.0654885001324295,-0.0,24,1.9,2.9,3,2,2,4,4,4,4,4,2,1,2,1,2,4,4,2.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,1,4,2,2,1885,1,2,1
0,7,0.3836000000000004,7,8,1.9588,1,1,0,3,-1.4817999999999998,3,0.6842000000000001,0,Asian,With family (commuting),Male,0,23,1,1.19518834833436,0.12969984820193048,0.12969984820193048,-4,-0.9,0.09999999999999998,2,2,2,4,4,4,3,4,3,2,2,3,3,3,3,,5.0,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,3.0,3,1,3,1,1886,2,7,1
0,7,0.3836000000000004,7,5,-1.0412,1,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,White,With family (commuting),Male,1,6,0,0.0,-1.0654885001324295,-0.0,4,-0.09999999999999998,0.9,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2,2,2,1,1887,1,2,1
1,7,0.3836000000000004,7,7,0.9588000000000001,1,0,1,3,-1.4817999999999998,2,-0.31579999999999986,0,White,With family (commuting),Female,0,9,0,0.0,-1.0654885001324295,-0.0,34,2.9,3.9,2,2,2,3,2,3,2,3,4,4,4,4,4,3,3,3.0,3.0,3.0,3.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,2,2,2,3,1888,1,1,0
1,7,0.3836000000000004,7,5,-1.0412,0,1,0,5,0.5182000000000002,3,0.6842000000000001,0,Asian,With family (commuting),Female,1,26,1,1.4883252618854246,0.4228367617529951,0.4228367617529951,17,1.2,2.2,2,3,3,4,3,4,4,4,2,2,1,1,1,3,3,6.0,6.0,6.0,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,3,2,2,2,1889,2,4,1
0,7,0.3836000000000004,7,8,1.9588,0,0,0,4,-0.4817999999999998,1,-1.3157999999999999,1,White,Off-campus (rent/apartment),Female,0,18,1,0.6464547253869334,-0.4190337747454961,-0.4190337747454961,3,-0.2,0.8,3,3,3,4,3,2,3,3,2,2,1,2,1,2,2,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,1,2,2,2,1890,2,6,1
1,6,-0.6163999999999996,7,5,-1.0412,1,0,0,3,-1.4817999999999998,2,-0.31579999999999986,1,White,With family (commuting),Female,1,0,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2,2,2,1,1891,0,1,0
1,8,1.3836000000000004,7,6,-0.0411999999999999,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Other/Multiracial/Unknown,With family (commuting),Male,0,6,0,0.0,-1.0654885001324295,-0.0,13,0.8,1.8,3,2,2,4,4,4,4,4,3,2,2,3,3,3,3,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2,3,3,2,1892,1,2,1
1,7,0.3836000000000004,7,5,-1.0412,0,0,0,3,-1.4817999999999998,2,-0.31579999999999986,1,Asian,With family (commuting),Male,0,80,1,6.8,5.734511499867571,5.734511499867571,22,1.7000000000000002,2.7,3,3,3,2,3,2,3,3,3,3,3,3,2,2,2,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,2,2,3,2,1893,2,6,1
1,6,-0.6163999999999996,7,8,1.9588,0,0,0,4,-0.4817999999999998,2,-0.31579999999999986,0,White,Off-campus (rent/apartment),Female,0,2,0,0.0,-1.0654885001324295,-0.0,16,1.1,2.1,4,4,4,3,3,3,4,4,3,3,3,3,3,2,3,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,7.0,6.0,6.0,2,2,2,3,1894,1,3,1
0,5,-1.6163999999999996,7,5,-1.0412,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,0,Black/African American,Off-campus (rent/apartment),Male,1,44,1,3.2455833806971377,2.1800948805647082,2.1800948805647082,15,1.0,2.0,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,3,2,2,2,1895,2,4,1
0,6,-0.6163999999999996,7,5,-1.0412,0,0,1,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,1,19,1,0.7897845816365479,-0.2757039184958816,-0.2757039184958816,31,2.6,3.6,2,2,2,3,4,3,4,3,4,3,3,4,2,2,3,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,2,1,2,3,1896,2,5,1
1,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,0,3,-1.4817999999999998,1,-1.3157999999999999,1,Hispanic/Latino,On-campus (residence hall),Female,0,5,0,0.0,-1.0654885001324295,-0.0,27,2.2,3.2,2,3,3,3,4,3,3,4,4,4,4,3,4,3,3,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,6.0,7.0,1,4,2,3,1897,1,2,1
1,7,0.3836000000000004,7,5,-1.0412,0,0,0,2,-2.4818,2,-0.31579999999999986,0,White,On-campus (residence hall),Male,0,22,1,1.0621880381116775,-0.0033004620207519597,-0.0033004620207519597,34,2.9,3.9,3,3,4,3,4,4,3,3,2,3,2,3,3,4,3,3.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,2,2,3,1,1898,2,6,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,1,0,0,4,-0.4817999999999998,3,0.6842000000000001,1,Asian,With family (commuting),Female,1,12,1,0.06830981662388513,-0.9971786835085443,-0.9971786835085443,-2,-0.7,0.3,2,2,2,3,3,3,3,3,3,2,3,2,3,2,2,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3,1,2,1,1899,2,6,1
0,8,1.3836000000000004,7,6,-0.0411999999999999,1,1,0,6,1.5182000000000002,1,-1.3157999999999999,1,White,With family (commuting),Male,0,47,1,3.552302694777736,2.4868141946453064,2.4868141946453064,26,2.1,3.1,2,1,1,3,2,3,3,2,2,2,2,2,2,2,2,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1,1,3,2,1900,2,7,1
0,5,-1.6163999999999996,6,5,-1.0412,0,0,1,4,-0.4817999999999998,2,-0.31579999999999986,0,White,With family (commuting),Female,0,13,1,0.1443928204147026,-0.9210956797177269,-0.9210956797177269,8,0.30000000000000004,1.3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2,1,3,3,1901,2,5,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,1,0,5,0.5182000000000002,1,-1.3157999999999999,1,Asian,With family (commuting),Female,0,41,1,2.994246546713053,1.9287580465806236,1.9287580465806236,-13,-1.8,-0.8,3,2,2,1,1,2,2,2,3,2,2,2,3,3,2,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1,2,2,1,1902,2,4,1
1,8,1.3836000000000004,7,5,-1.0412,1,0,0,3,-1.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Male,0,10,0,0.0,-1.0654885001324295,-0.0,-9,-1.4,-0.4,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,3.0,,5.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,2,2,3,1,1903,1,2,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,0,5,0.5182000000000002,4,1.6842000000000001,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Female,0,24,1,1.2124508248130936,0.14696232468066417,0.14696232468066417,1,-0.4,0.6,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,1.0,1.0,2.0,2.0,2.0,3.0,6.0,,7.0,6.0,7.0,4,2,2,2,1904,2,5,1
0,6,-0.6163999999999996,7,5,-1.0412,1,0,0,6,1.5182000000000002,2,-0.31579999999999986,1,White,Off-campus (rent/apartment),Female,0,3,0,0.0,-1.0654885001324295,-0.0,22,1.7000000000000002,2.7,1,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,2,2,3,1,1905,1,1,0
0,6,-0.6163999999999996,7,8,1.9588,0,0,1,4,-0.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,On-campus (residence hall),Female,0,6,0,0.0,-1.0654885001324295,-0.0,-1,-0.6,0.4,4,3,4,3,3,3,2,3,3,4,2,3,4,4,4,2.0,2.0,2.0,3.0,2.0,3.0,6.0,5.0,5.0,5.0,6.0,3,1,3,3,1906,1,1,0
0,7,0.3836000000000004,7,7,0.9588000000000001,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,3,0,0.0,-1.0654885001324295,-0.0,31,2.6,3.6,2,3,2,3,2,2,3,2,2,1,1,2,2,2,3,4.0,,4.0,5.0,5.0,,,,4.0,3.0,3.0,3,3,4,2,1907,1,3,1
0,7,0.3836000000000004,7,6,-0.0411999999999999,0,0,0,5,0.5182000000000002,2,-0.31579999999999986,0,Hispanic/Latino,On-campus (residence hall),Male,0,8,0,0.0,-1.0654885001324295,-0.0,-15,-2.0,-1.0,3,3,3,2,2,2,2,2,3,3,2,2,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2,4,2,1,1908,1,2,1
0,7,0.3836000000000004,7,8,1.9588,0,0,0,4,-0.4817999999999998,3,0.6842000000000001,0,Asian,With family (commuting),Female,0,30,1,1.8035846072031838,0.7380961070707543,0.7380961070707543,7,0.19999999999999996,1.2,2,2,2,3,3,3,4,3,2,4,3,3,3,4,4,,4.0,,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3,2,3,2,1909,2,4,1
0,8,1.3836000000000004,6,6,-0.0411999999999999,1,0,0,7,2.5182,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Male,1,20,1,0.8661353728754332,-0.19935312725699628,-0.19935312725699628,10,0.5,1.5,4,3,4,2,2,2,2,2,1,2,2,2,1,3,3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,3,2,3,3,1910,2,6,1
0,7,0.3836000000000004,7,5,-1.0412,0,0,0,3,-1.4817999999999998,1,-1.3157999999999999,0,White,With family (commuting),Female,0,10,0,0.0,-1.0654885001324295,-0.0,15,1.0,2.0,3,4,4,3,3,3,4,3,3,3,3,3,4,4,4,3.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,6.0,6.0,6.0,1,1,3,1,1911,1,1,0
1,7,0.3836000000000004,7,6,-0.0411999999999999,1,0,0,3,-1.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,2,0,0.0,-1.0654885001324295,-0.0,-6,-1.1,-0.09999999999999998,3,3,3,3,2,2,2,3,2,2,2,2,3,4,3,3.0,3.0,3.0,3.0,2.0,,4.0,4.0,5.0,4.0,4.0,2,2,2,2,1912,1,2,1
1,7,0.3836000000000004,7,7,0.9588000000000001,1,0,1,5,0.5182000000000002,3,0.6842000000000001,0,White,On-campus (residence hall),Female,0,18,1,0.660961853301201,-0.4045266468312284,-0.4045266468312284,27,2.2,3.2,4,4,4,2,2,2,2,3,2,3,2,3,2,4,4,3.0,3.0,3.0,3.0,,3.0,6.0,6.0,5.0,6.0,5.0,3,3,3,2,1913,2,5,1
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,1,0,4,-0.4817999999999998,2,-0.31579999999999986,0,Asian,With family (commuting),Male,0,10,0,0.0,-1.0654885001324295,-0.0,10,0.5,1.5,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,4.0,,5.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,2,2,2,2,1914,1,2,1
1,6,-0.6163999999999996,7,5,-1.0412,0,0,0,4,-0.4817999999999998,1,-1.3157999999999999,1,White,Off-campus (rent/apartment),Female,0,7,0,0.0,-1.0654885001324295,-0.0,-2,-0.7,0.3,3,2,2,3,4,2,2,3,2,2,2,2,2,1,2,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,1,1,2,3,1915,1,1,0
0,6,-0.6163999999999996,7,6,-0.0411999999999999,0,0,1,5,0.5182000000000002,1,-1.3157999999999999,0,Asian,With family (commuting),Female,1,13,1,0.12417751337459641,-0.9413109867578331,-0.9413109867578331,6,0.09999999999999998,1.1,1,3,2,2,3,3,3,3,2,2,2,2,3,4,4,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,1,2,2,2,1916,2,7,1
1,7,0.3836000000000004,7,5,-1.0412,1,0,0,4,-0.4817999999999998,2,-0.31579999999999986,1,Hispanic/Latino,With family (commuting),Female,0,4,0,0.0,-1.0654885001324295,-0.0,2,-0.3,0.7,2,2,2,3,2,3,3,3,3,2,2,3,3,3,2,4.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0,2,3,2,3,1917,1,1,0
0,8,1.3836000000000004,7,7,0.9588000000000001,0,0,0,6,1.5182000000000002,2,-0.31579999999999986,0,White,On-campus (residence hall),Female,0,24,1,1.2745453353911038,0.20905683525867436,0.20905683525867436,28,2.3,3.3,4,4,4,3,3,3,2,3,4,3,3,3,3,3,3,2.0,3.0,3.0,2.0,3.0,2.0,6.0,7.0,6.0,7.0,7.0,2,4,3,2,1918,2,5,1
1,5,-1.6163999999999996,7,6,-0.0411999999999999,1,0,0,3,-1.4817999999999998,2,-0.31579999999999986,0,Hispanic/Latino,On-campus (residence hall),Female,0,0,0,0.0,-1.0654885001324295,-0.0,6,0.09999999999999998,1.1,3,3,4,3,3,3,3,3,2,2,3,3,2,3,3,3.0,3.0,3.0,3.0,4.0,2.0,6.0,6.0,6.0,6.0,7.0,2,2,3,3,1919,0,1,0
1,6,-0.6163999999999996,6,5,-1.0412,0,0,0,6,1.5182000000000002,2,-0.31579999999999986,0,White,Off-campus (rent/apartment),Male,0,0,0,0.0,-1.0654885001324295,-0.0,-11,-1.6,-0.6000000000000001,2,2,2,3,3,3,2,3,2,3,2,3,3,3,2,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2,3,2,2,1920,0,1,0
0,8,1.3836000000000004,7,6,-0.0411999999999999,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,15,1,0.3874259211657153,-0.6780625789667142,-0.6780625789667142,34,2.9,3.9,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,2,2,1921,2,4,1
1,7,0.3836000000000004,5,6,-0.0411999999999999,1,0,1,4,-0.4817999999999998,2,-0.31579999999999986,0,Asian,With family (commuting),Male,1,59,1,4.759577860993741,3.694089360861312,3.694089360861312,9,0.4,1.4,3,2,3,4,4,3,4,4,2,2,2,2,1,3,3,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2,3,2,1,1922,2,5,1
0,6,-0.6163999999999996,6,6,-0.0411999999999999,0,0,0,3,-1.4817999999999998,3,0.6842000000000001,0,White,On-campus (residence hall),Male,0,23,1,1.1086163497899695,0.04312784965754002,0.04312784965754002,-8,-1.3,-0.30000000000000004,3,3,2,3,3,3,3,3,4,3,3,3,3,4,4,3.0,2.0,2.0,2.0,,3.0,5.0,5.0,5.0,6.0,6.0,3,2,3,4,1923,2,7,1
0,5,-1.6163999999999996,7,6,-0.0411999999999999,1,0,0,5,0.5182000000000002,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,4,0,0.0,-1.0654885001324295,-0.0,10,0.5,1.5,2,2,2,2,3,2,3,2,3,3,1,3,2,2,2,6.0,6.0,6.0,5.0,6.0,,3.0,3.0,4.0,3.0,3.0,3,3,3,1,1924,1,3,1
0,8,1.3836000000000004,7,6,-0.0411999999999999,1,0,0,5,0.5182000000000002,3,0.6842000000000001,0,Asian,With family (commuting),Female,0,13,1,0.19838812394655073,-0.8671003761858788,-0.8671003761858788,5,0.0,1.0,2,2,2,3,4,3,3,3,3,2,3,3,3,4,4,2.0,1.0,2.0,2.0,,2.0,6.0,6.0,6.0,6.0,6.0,3,4,1,2,1925,2,7,1
1,7,0.3836000000000004,7,7,0.9588000000000001,1,0,0,3,-1.4817999999999998,1,-1.3157999999999999,0,White,On-campus (residence hall),Male,0,3,0,0.0,-1.0654885001324295,-0.0,17,1.2,2.2,4,3,4,3,3,3,3,3,2,2,3,2,3,4,4,3.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,,5.0,1,2,2,3,1926,1,2,1
0,5,-1.6163999999999996,6,8,1.9588,1,0,0,3,-1.4817999999999998,3,0.6842000000000001,1,Hispanic/Latino,With family (commuting),Female,0,6,0,0.0,-1.0654885001324295,-0.0,7,0.19999999999999996,1.2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,1,2,2,1927,1,2,1
0,7,0.3836000000000004,7,5,-1.0412,0,1,0,5,0.5182000000000002,3,0.6842000000000001,0,White,On-campus (residence hall),Male,0,34,1,2.2338665351496823,1.1683780350172528,1.1683780350172528,-5,-1.0,0.0,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4.0,3.0,,4.0,4.0,3.0,6.0,5.0,5.0,6.0,5.0,3,1,3,1,1928,2,7,1
0,7,0.3836000000000004,7,7,0.9588000000000001,1,1,1,4,-0.4817999999999998,3,0.6842000000000001,0,White,On-campus (residence hall),Female,0,41,1,2.9779918047224916,1.9125033045900621,1.9125033045900621,2,-0.3,0.7,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,3,2,3,2,1929,2,7,1
