lhs	op	rhs	block	group	label	est	se	z	pvalue	ci.lower	ci.upper	std.lv	std.all	std.nox
XZ_c	~~	XZ_c	2	2		2.0329272626147	0	NA	NA	2.0329272626147	2.0329272626147	2.0329272626147	1	2.0329272626147
XZ_c	~~	cohort	2	2		0.00963844777369338	0	NA	NA	0.00963844777369338	0.00963844777369338	0.00963844777369338	0.0135203772896253	0.00963844777369338
XZ_c	~~	hgrades_c	2	2		0.192713139764448	0	NA	NA	0.192713139764448	0.192713139764448	0.192713139764448	0.142513104058694	0.192713139764448
XZ_c	~~	bparented_c	2	2		-0.0311317910924595	0	NA	NA	-0.0311317910924595	-0.0311317910924595	-0.0311317910924595	-0.0222850784765181	-0.0311317910924595
XZ_c	~~	pell	2	2		-0.0822845785650737	0	NA	NA	-0.0822845785650737	-0.0822845785650737	-0.0822845785650737	-0.117614088070669	-0.0822845785650737
XZ_c	~~	hapcl	2	2		0.0729535929196724	0	NA	NA	0.0729535929196724	0.0729535929196724	0.0729535929196724	0.114876971006475	0.0729535929196724
XZ_c	~~	hprecalc13	2	2		0.00909721845534184	0	NA	NA	0.00909721845534184	0.00909721845534184	0.00909721845534184	0.0131415194653095	0.00909721845534184
XZ_c	~~	hchallenge_c	2	2		0.000398892739257868	0	NA	NA	0.000398892739257868	0.000398892739257868	0.000398892739257868	0.000226945214493587	0.000398892739257868
XZ_c	~~	cSFcareer_c	2	2		0.0102486642259795	0	NA	NA	0.0102486642259795	0.0102486642259795	0.0102486642259795	0.00879326974626361	0.0102486642259795
cohort	~~	cohort	2	2		0.249985451823327	0	NA	NA	0.249985451823327	0.249985451823327	0.249985451823327	1	0.249985451823327
cohort	~~	hgrades_c	2	2		-0.0204795400252624	0	NA	NA	-0.0204795400252624	-0.0204795400252624	-0.0204795400252624	-0.0431884107171452	-0.0204795400252624
cohort	~~	bparented_c	2	2		-0.00974389540197965	0	NA	NA	-0.00974389540197965	-0.00974389540197965	-0.00974389540197965	-0.0198905240729319	-0.00974389540197965
cohort	~~	pell	2	2		0.00478545176250533	0	NA	NA	0.00478545176250533	0.00478545176250533	0.00478545176250533	0.0195059628047744	0.00478545176250533
cohort	~~	hapcl	2	2		0.00216998554975262	0	NA	NA	0.00216998554975262	0.00216998554975262	0.00216998554975262	0.00974421111430963	0.00216998554975262
cohort	~~	hprecalc13	2	2		0.00363466288453018	0	NA	NA	0.00363466288453018	0.00363466288453018	0.00363466288453018	0.0149728559909103	0.00363466288453018
cohort	~~	hchallenge_c	2	2		-0.00959551092007125	0	NA	NA	-0.00959551092007125	-0.00959551092007125	-0.00959551092007125	-0.0155681337676069	-0.00959551092007125
cohort	~~	cSFcareer_c	2	2		-0.00178177511805593	0	NA	NA	-0.00178177511805593	-0.00178177511805593	-0.00178177511805593	-0.00435952902585773	-0.00178177511805593
hgrades_c	~~	hgrades_c	2	2		0.899479387200879	0	NA	NA	0.899479387200879	0.899479387200879	0.899479387200879	1	0.899479387200879
hgrades_c	~~	bparented_c	2	2		-0.0145650550239693	0	NA	NA	-0.0145650550239693	-0.0145650550239693	-0.0145650550239693	-0.0156742764520373	-0.0145650550239693
hgrades_c	~~	pell	2	2		-0.0841095775459841	0	NA	NA	-0.0841095775459841	-0.0841095775459841	-0.0841095775459841	-0.180738910674358	-0.0841095775459841
hgrades_c	~~	hapcl	2	2		0.0152842173399686	0	NA	NA	0.0152842173399686	0.0152842173399686	0.0152842173399686	0.0361821864627924	0.0152842173399686
hgrades_c	~~	hprecalc13	2	2		0.0200227693657571	0	NA	NA	0.0200227693657571	0.0200227693657571	0.0200227693657571	0.0434836925284572	0.0200227693657571
hgrades_c	~~	hchallenge_c	2	2		0.0405597701393433	0	NA	NA	0.0405597701393433	0.0405597701393433	0.0405597701393433	0.0346917090608883	0.0405597701393433
hgrades_c	~~	cSFcareer_c	2	2		0.0133763757254666	0	NA	NA	0.0133763757254666	0.0133763757254666	0.0133763757254666	0.0172538851427573	0.0133763757254666
bparented_c	~~	bparented_c	2	2		0.959970836102871	0	NA	NA	0.959970836102871	0.959970836102871	0.959970836102871	1	0.959970836102871
bparented_c	~~	pell	2	2		0.00593427698481903	0	NA	NA	0.00593427698481903	0.00593427698481903	0.00593427698481903	0.0123435650493091	0.00593427698481903
bparented_c	~~	hapcl	2	2		-0.0183804557770163	0	NA	NA	-0.0183804557770163	-0.0183804557770163	-0.0183804557770163	-0.0421186523687513	-0.0183804557770163
bparented_c	~~	hprecalc13	2	2		-0.0267482917719281	0	NA	NA	-0.0267482917719281	-0.0267482917719281	-0.0267482917719281	-0.0562295892584906	-0.0267482917719281
bparented_c	~~	hchallenge_c	2	2		0.0085461229644681	0	NA	NA	0.0085461229644681	0.0085461229644681	0.0085461229644681	0.00707564337777041	0.0085461229644681
bparented_c	~~	cSFcareer_c	2	2		0.001482489900838	0	NA	NA	0.001482489900838	0.001482489900838	0.001482489900838	0.00185100151876616	0.001482489900838
pell	~~	pell	2	2		0.240766670540391	0	NA	NA	0.240766670540391	0.240766670540391	0.240766670540391	1	0.240766670540391
pell	~~	hapcl	2	2		-0.025661784489023	0	NA	NA	-0.025661784489023	-0.025661784489023	-0.025661784489023	-0.117418324853699	-0.025661784489023
pell	~~	hprecalc13	2	2		-0.0335993116672841	0	NA	NA	-0.0335993116672841	-0.0335993116672841	-0.0335993116672841	-0.141036030359237	-0.0335993116672841
pell	~~	hchallenge_c	2	2		0.0198300396736645	0	NA	NA	0.0198300396736645	0.0198300396736645	0.0198300396736645	0.0327831905231036	0.0198300396736645
pell	~~	cSFcareer_c	2	2		0.000997241713229748	0	NA	NA	0.000997241713229748	0.000997241713229748	0.000997241713229748	0.00248625863147745	0.000997241713229748
hapcl	~~	hapcl	2	2		0.198383514216405	0	NA	NA	0.198383514216405	0.198383514216405	0.198383514216405	1	0.198383514216405
hapcl	~~	hprecalc13	2	2		0.00609451228583315	0	NA	NA	0.00609451228583315	0.00609451228583315	0.00609451228583315	0.028182794000474	0.00609451228583315
hapcl	~~	hchallenge_c	2	2		-0.00301323245388241	0	NA	NA	-0.00301323245388241	-0.00301323245388241	-0.00301323245388241	-0.0054878933757061	-0.00301323245388241
hapcl	~~	cSFcareer_c	2	2		-0.00832779852475974	0	NA	NA	-0.00832779852475974	-0.00832779852475974	-0.00832779852475974	-0.0228729126471345	-0.00832779852475974
hprecalc13	~~	hprecalc13	2	2		0.235724238862398	0	NA	NA	0.235724238862398	0.235724238862398	0.235724238862398	1	0.235724238862398
hprecalc13	~~	hchallenge_c	2	2		-0.00925649283319483	0	NA	NA	-0.00925649283319483	-0.00925649283319483	-0.00925649283319483	-0.0154657208225923	-0.00925649283319483
hprecalc13	~~	cSFcareer_c	2	2		0.00304394494925035	0	NA	NA	0.00304394494925035	0.00304394494925035	0.00304394494925035	0.00766970613110045	0.00304394494925035
hchallenge_c	~~	hchallenge_c	2	2		1.51966675850258	0	NA	NA	1.51966675850258	1.51966675850258	1.51966675850258	1	1.51966675850258
hchallenge_c	~~	cSFcareer_c	2	2		0.0136761420977887	0	NA	NA	0.0136761420977887	0.0136761420977887	0.0136761420977887	0.0135716757154971	0.0136761420977887
cSFcareer_c	~~	cSFcareer_c	2	2		0.668208348628187	0	NA	NA	0.668208348628187	0.668208348628187	0.668208348628187	1	0.668208348628187
sbvalued	~1		2	2		3.17792531266247	0.0641641567089264	49.528046118938	0	3.05216587641459	3.30368474891035	3.17792531266247	4.05289452493097	4.05289452493097
sbmyself	~1		2	2		3.15819693101372	0.0645455259811608	48.9297574542273	0	3.03169002472745	3.28470383729999	3.15819693101372	3.91368516191487	3.91368516191487
sbcommunity	~1		2	2		3.18026121300636	0.0651804721166861	48.7916259230687	0	3.05250983516234	3.30801259085038	3.18026121300636	4.11135823552017	4.11135823552017
pganalyze	~1		2	2		3.10846356824753	0.032186655493686	96.5761592986047	0	3.0453788826971	3.17154825379795	3.10846356824753	4.38439393751806	4.38439393751806
pgthink	~1		2	2		3.12355714180017	0.0325802342107844	95.8727651124817	0	3.05970105613916	3.18741322746119	3.12355714180017	4.73050689576536	4.73050689576536
pgwork	~1		2	2		3.12596447848193	0.0324119433039157	96.4448335963945	0	3.0624382369373	3.18949072002655	3.12596447848193	4.59852872605886	4.59852872605886
pgvalues	~1		2	2		3.1156189837889	0.0316648033870944	98.3937574379107	0	3.05355710957265	3.17768085800515	3.1156189837889	4.3083380102843	4.3083380102843
pgprobsolve	~1		2	2		3.14007199762771	0.032841349782647	95.6133660281795	0	3.07570413485004	3.20443986040538	3.14007199762771	4.63592524203219	4.63592524203219
SEacademic	~1		2	2		3.16628850002382	0.0611654424646388	51.7659706598923	0	3.04640643569467	3.28617056435297	3.16628850002382	4.18852461594094	4.18852461594094
SEwellness	~1		2	2		3.17181194101941	0.0614602226920343	51.6075569220236	0	3.05135211806121	3.2922717639776	3.17181194101941	4.14634976639801	4.14634976639801
SEnonacad	~1		2	2		3.15491903547132	0.0602269992780971	52.38379918122	0	3.03687628598933	3.27296178495331	3.15491903547132	3.95799899646204	3.95799899646204
SEactivities	~1		2	2		3.15740619978913	0.0605077312543133	52.181863942619	0	3.03881322574445	3.27599917383381	3.15740619978913	3.81952669334811	3.81952669334811
SEdiverse	~1		2	2		3.16568125602104	0.0614099646618349	51.5499605553177	0	3.04531993699197	3.28604257505011	3.16568125602104	4.01475074324052	4.01475074324052
sameinst	~1		2	2		3.34455086704185	0.0588943941111152	56.7889510966312	0	3.22911997569275	3.45998175839094	3.34455086704185	4.97476449582815	4.97476449582815
evalexp	~1		2	2		3.34452100918693	0.0586752426360805	57.000548424325	0	3.22951964683606	3.45952237153779	3.34452100918693	4.91380364394536	4.91380364394536
MHWdacad	~1		2	2		2.78170586544381	0.131647018565386	21.1300331428486	0	2.52368245038358	3.03972928050404	2.78170586544381	2.30797630882225	2.30797630882225
MHWdlonely	~1		2	2		2.77976209245485	0.131463555881705	21.1447353132313	0	2.52209825764714	3.03742592726256	2.77976209245485	2.34907877088266	2.34907877088266
MHWdmental	~1		2	2		2.77327712255957	0.133101843524833	20.8357529025672	0	2.51240230297502	3.03415194214413	2.77327712255957	2.34564781318726	2.34564781318726
MHWdexhaust	~1		2	2		2.77853011323253	0.133261376446356	20.8502282306157	0	2.51734261486743	3.03971761159762	2.77853011323253	2.33239030982716	2.33239030982716
MHWdsleep	~1		2	2		2.78001317666096	0.131719293949575	21.1055882043006	0	2.52184810445074	3.03817824887117	2.78001317666096	2.32212978937364	2.32212978937364
MHWdfinancial	~1		2	2		2.78033116116229	0.130952646799926	21.2315766737436	0	2.52366868975424	3.03699363257034	2.78033116116229	2.20950159314584	2.20950159314584
QIadmin	~1		2	2		5.58302345704422	0.126995808638203	43.9622655023966	0	5.3341162459258	5.83193066816264	5.58302345704422	4.81497147147041	4.81497147147041
QIstudent	~1		2	2		5.59562100407066	0.126816929275362	44.1236121710586	0	5.34706439006099	5.84417761808033	5.59562100407066	4.87244009718422	4.87244009718422
QIadvisor	~1		2	2		5.605865388607	0.128579970926677	43.5982785515153	0	5.35385327645751	5.85787750075649	5.605865388607	4.91472884977287	4.91472884977287
QIfaculty	~1		2	2		5.58166788235254	0.126857649255924	43.9994585670748	0	5.33303145864752	5.83030430605757	5.58166788235254	5.00576551074947	5.00576551074947
QIstaff	~1		2	2		5.60416091234237	0.126891733957392	44.1649013498717	0	5.35545768385004	5.8528641408347	5.60416091234237	4.96144987517616	4.96144987517616
x_FASt	~1		2	2		0.486705560734382	0	NA	NA	0.486705560734382	0.486705560734382	0.486705560734382	0.973755389501002	0.486705560734382
credit_dose_c	~1		2	2		0.0546335608312352	0	NA	NA	0.0546335608312352	0.0546335608312352	0.0546335608312352	0.0289935027101183	0.0546335608312352
XZ_c	~1		2	2		0.739536723427032	0	NA	NA	0.739536723427032	0.739536723427032	0.739536723427032	0.518679190971708	0.739536723427032
cohort	~1		2	2		0.496185792785784	0	NA	NA	0.496185792785784	0.496185792785784	0.496185792785784	0.992400461226143	0.496185792785784
hgrades_c	~1		2	2		0.0339777581675075	0	NA	NA	0.0339777581675075	0.0339777581675075	0.0339777581675075	0.0358260653131299	0.0339777581675075
bparented_c	~1		2	2		0.0338027015691311	0	NA	NA	0.0338027015691311	0.0338027015691311	0.0338027015691311	0.0345002618683791	0.0338027015691311
pell	~1		2	2		1.59609021521263	0	NA	NA	1.59609021521263	1.59609021521263	1.59609021521263	3.2528141582096	1.59609021521263
hapcl	~1		2	2		0.272807381758133	0	NA	NA	0.272807381758133	0.272807381758133	0.272807381758133	0.612496100249781	0.272807381758133
hprecalc13	~1		2	2		0.380518783327245	0	NA	NA	0.380518783327245	0.380518783327245	0.380518783327245	0.783743547624201	0.380518783327245
hchallenge_c	~1		2	2		-0.0352737509291685	0	NA	NA	-0.0352737509291685	-0.0352737509291685	-0.0352737509291685	-0.0286139268212197	-0.0352737509291685
cSFcareer_c	~1		2	2		-3.60051352375685e-05	0	NA	NA	-3.60051352375685e-05	-3.60051352375685e-05	-3.60051352375685e-05	-4.4046205205528e-05	-3.60051352375685e-05
Belong	~1		2	2		0	0	NA	NA	0	0	0	0	0
Gains	~1		2	2		0	0	NA	NA	0	0	0	0	0
SupportEnv	~1		2	2		0	0	NA	NA	0	0	0	0	0
Satisf	~1		2	2		0	0	NA	NA	0	0	0	0	0
DevAdj	~1		2	2		0	0	NA	NA	0	0	0	0	0
EmoDiss	~1		2	2		0	0	NA	NA	0	0	0	0	0
QualEngag	~1		2	2		0	0	NA	NA	0	0	0	0	0
W4__dir_z_low_g1	:=	W4__c_g1+W4__cz_g1*-1.88867284425	0	0	W4__dir_z_low_g1	0.135893006144933	0.0367925489588473	3.69349256820805	0.000221194977603645	0.0637809352861661	0.208005077003701	0.360575517299846	0.665470288787721	0.360575517299846
W4__dir_z_low_g2	:=	W4__c_g2+W4__cz_g2*-1.88867284425	0	0	W4__dir_z_low_g2	0.0625129033912145	0.030877859624098	2.02452191156499	0.0429164797907531	0.00199341060829886	0.12303239617413	0.168049262157175	0.23493987462314	0.168049262157175
W4__dir_z_mid_g1	:=	W4__c_g1+W4__cz_g1*0	0	0	W4__dir_z_mid_g1	-0.0660488941393721	0.0491565883115689	-1.34364276301551	0.179063934215904	-0.16239403683291	0.0302962485541654	-0.175252684792232	-0.0875637741490798	-0.175252684792232
W4__dir_z_mid_g2	:=	W4__c_g2+W4__cz_g2*0	0	0	W4__dir_z_mid_g2	0.0018744663380664	0.0423704298849253	0.0442399650689713	0.964713125704763	-0.0811700502458668	0.0849189829219996	0.00503900263725058	0.00251861055717684	0.00503900263725058
W4__dir_z_high_g1	:=	W4__c_g1+W4__cz_g1*1.88867284425	0	0	W4__dir_z_high_g1	-0.267990794423678	0.110967687884418	-2.41503449817583	0.0157337194139315	-0.485483466124819	-0.0504981227225363	-0.711080886884311	-0.84059783708588	-0.711080886884311
W4__dir_z_high_g2	:=	W4__c_g2+W4__cz_g2*1.88867284425	0	0	W4__dir_z_high_g2	-0.0587639707150817	0.0950983281626759	-0.617928536183723	0.536622447423915	-0.245153268903897	0.127625327473734	-0.157971256882674	-0.229902653508786	-0.157971256882674
W4__a1_z_low_g1	:=	W4__a1_g1+W4__a1z_g1*-1.88867284425	0	0	W4__a1_z_low_g1	0.101381318393075	0.100275152352126	1.01103130750742	0.312001445682956	-0.0951543687613585	0.297917005547509	0.0973734215912868	0.016781934233094	0.0973734215912868
W4__a1_z_low_g2	:=	W4__a1_g2+W4__a1z_g2*-1.88867284425	0	0	W4__a1_z_low_g2	0.133089778923778	0.088537979214029	1.50319422360037	0.132788966670746	-0.0404414715996749	0.306621029447231	0.119806142313616	0.0382542998771136	0.119806142313616
W4__a1_z_mid_g1	:=	W4__a1_g1+W4__a1z_g1*0	0	0	W4__a1_z_mid_g1	0.138017055755942	0.129385935687011	1.06670833288874	0.286103563107817	-0.115574718296616	0.391608829808499	0.132560842272785	0.0662330946173351	0.132560842272785
W4__a1_z_mid_g2	:=	W4__a1_g2+W4__a1z_g2*0	0	0	W4__a1_z_mid_g2	0.159035763332995	0.111984559308827	1.4201579602989	0.15556169950341	-0.060449939736895	0.378521466402886	0.143162468590015	0.0715559269838061	0.143162468590015
W4__a1_z_high_g1	:=	W4__a1_g1+W4__a1z_g1*1.88867284425	0	0	W4__a1_z_high_g1	0.174652793118808	0.28640912360583	0.609801779077308	0.541993122863004	-0.3866987739923	0.736004360229916	0.167748262954283	0.115684255001576	0.167748262954283
W4__a1_z_high_g2	:=	W4__a1_g2+W4__a1z_g2*1.88867284425	0	0	W4__a1_z_high_g2	0.184981747742213	0.246391824478843	0.750762522796681	0.452795587779528	-0.297937354321433	0.667900849805859	0.166518794866414	0.104857554090499	0.166518794866414
W4__a2_z_low_g1	:=	W4__a2_g1+W4__a2z_g1*-1.88867284425	0	0	W4__a2_z_low_g1	0.0325803366440914	0.0996728096762136	0.326872862819142	0.743764046956798	-0.162774780559203	0.227935453847385	0.0317007710284959	0.110210041347283	0.0317007710284959
W4__a2_z_low_g2	:=	W4__a2_g2+W4__a2z_g2*-1.88867284425	0	0	W4__a2_z_low_g2	-0.0114420377798854	0.0834236397981573	-0.137155820671087	0.890907630807199	-0.174949367243516	0.152065291683745	-0.0109553491979457	-0.0520684292174591	-0.0109553491979457
W4__a2_z_mid_g1	:=	W4__a2_g1+W4__a2z_g1*0	0	0	W4__a2_z_mid_g1	-0.0745048446055365	0.130517598209866	-0.570841370262854	0.568107176751434	-0.330314636445543	0.18130494723447	-0.0724934504254768	-0.0362208437940308	-0.0724934504254768
W4__a2_z_mid_g2	:=	W4__a2_g2+W4__a2z_g2*0	0	0	W4__a2_z_mid_g2	0.0411102103138711	0.109033791721603	0.377041004121347	0.706143132889858	-0.172592094558313	0.254812515186055	0.0393615821109407	0.01967383297618	0.0393615821109407
W4__a2_z_high_g1	:=	W4__a2_g1+W4__a2z_g1*1.88867284425	0	0	W4__a2_z_high_g1	-0.181590025855164	0.288230699390774	-0.630016255169857	0.528683949081597	-0.746511815899872	0.383331764189543	-0.17668767187945	-0.182651728935345	-0.17668767187945
W4__a2_z_high_g2	:=	W4__a2_g2+W4__a2z_g2*1.88867284425	0	0	W4__a2_z_high_g2	0.0936624584076275	0.237975312281936	0.393580567284488	0.693890730650612	-0.372760582874639	0.560085499689895	0.0896785134198271	0.0914160951698191	0.0896785134198271
W4__ind_EmoDiss_z_low_g1	:=	W4__a1_z_low_g1*W4__b1_g1	0	0	W4__ind_EmoDiss_z_low_g1	-0.0221081289647427	0.0218785353839018	-1.01049401053646	0.312258667555919	-0.0649892703516753	0.02077301242219	-0.0586612237387099	-0.0101100360111401	-0.0586612237387099
W4__ind_EmoDiss_z_low_g2	:=	W4__a1_z_low_g2*W4__b1_g2	0	0	W4__ind_EmoDiss_z_low_g2	-0.0261124462354245	0.0174600467902149	-1.49555419576874	0.134769866931662	-0.0603335091126299	0.00810861664178088	-0.0701963448333246	-0.0224138092895267	-0.0701963448333246
W4__ind_EmoDiss_z_mid_g1	:=	W4__a1_z_mid_g1*W4__b1_g1	0	0	W4__ind_EmoDiss_z_mid_g1	-0.0300972498321235	0.0282678510853219	-1.06471658355917	0.287004203214026	-0.0855012198796959	0.025306720215449	-0.0798593815486453	-0.0399011795904921	-0.0798593815486453
W4__ind_EmoDiss_z_mid_g2	:=	W4__a1_z_mid_g2*W4__b1_g2	0	0	W4__ind_EmoDiss_z_mid_g2	-0.0312030935292251	0.0220126539322039	-1.41750711319619	0.156334716154801	-0.0743471024404887	0.0119409153820385	-0.0838811918843712	-0.0419257679817023	-0.0838811918843712
W4__ind_EmoDiss_z_high_g1	:=	W4__a1_z_high_g1*W4__b1_g1	0	0	W4__ind_EmoDiss_z_high_g1	-0.0380863706995042	0.0625103346608981	-0.609281183761256	0.542338076915428	-0.16060437529641	0.0844316338974018	-0.101057539358581	-0.0696923231698441	-0.101057539358581
W4__ind_EmoDiss_z_high_g2	:=	W4__a1_z_high_g2*W4__b1_g2	0	0	W4__ind_EmoDiss_z_high_g2	-0.0362937408230257	0.04834155348217	-0.750777296315313	0.45278669519958	-0.131041444604796	0.0584539629587443	-0.0975660389354177	-0.0614377266738779	-0.0975660389354177
W4__ind_QualEngag_z_low_g1	:=	W4__a2_z_low_g1*W4__b2_g1	0	0	W4__ind_QualEngag_z_low_g1	0.0055278744331834	0.0169140135747047	0.326822158961163	0.743802398547348	-0.0276229830072593	0.0386787318736261	0.0146675405884236	0.0509927740640764	0.0146675405884236
W4__ind_QualEngag_z_low_g2	:=	W4__a2_z_low_g2*W4__b2_g2	0	0	W4__ind_QualEngag_z_low_g2	-0.00177818844004478	0.0129649032782751	-0.137154007390432	0.890909064051524	-0.0271889319285092	0.0236325550484196	-0.00478018519562059	-0.0227191968058115	-0.00478018519562059
W4__ind_QualEngag_z_mid_g1	:=	W4__a2_z_mid_g1*W4__b2_g1	0	0	W4__ind_QualEngag_z_mid_g1	-0.0126411654410557	0.0221723381577124	-0.570132268015162	0.568587990874989	-0.0560981496832151	0.0308158188011037	-0.0335417906887737	-0.0167589203435568	-0.0335417906887737
W4__ind_QualEngag_z_mid_g2	:=	W4__a2_z_mid_g2*W4__b2_g2	0	0	W4__ind_QualEngag_z_mid_g2	0.00638887077234133	0.0169473865861749	0.376982653924538	0.706186495711043	-0.0268273965686387	0.0396051381133213	0.017174774503601	0.00858435120913197	0.017174774503601
W4__ind_QualEngag_z_high_g1	:=	W4__a2_z_high_g1*W4__b2_g1	0	0	W4__ind_QualEngag_z_high_g1	-0.0308102053152947	0.0489696722027259	-0.629169114870646	0.529238346326439	-0.12678899916737	0.0651685885367803	-0.0817511219659709	-0.0845106147511899	-0.0817511219659709
W4__ind_QualEngag_z_high_g2	:=	W4__a2_z_high_g2*W4__b2_g2	0	0	W4__ind_QualEngag_z_high_g2	0.0145559299847274	0.0369893227662668	0.393517071850853	0.693937617456079	-0.057941810449683	0.0870536704191379	0.0391297342028226	0.0398878992240754	0.0391297342028226
W4__total_z_low_g1	:=	W4__dir_z_low_g1+W4__ind_EmoDiss_z_low_g1+W4__ind_QualEngag_z_low_g1	0	0	W4__total_z_low_g1	0.119312751613374	0.0472770202929904	2.5236944053148	0.0116128830760669	0.0266514945427437	0.211974008684004	0.31658183414956	0.706353026840657	0.31658183414956
W4__total_z_low_g2	:=	W4__dir_z_low_g2+W4__ind_EmoDiss_z_low_g2+W4__ind_QualEngag_z_low_g2	0	0	W4__total_z_low_g2	0.0346222687157452	0.0388890337938289	0.890283592523691	0.373313628923985	-0.0415988369137204	0.110843374345211	0.0930727321282302	0.189806868527802	0.0930727321282302
W4__total_z_mid_g1	:=	W4__dir_z_mid_g1+W4__ind_EmoDiss_z_mid_g1+W4__ind_QualEngag_z_mid_g1	0	0	W4__total_z_mid_g1	-0.108787309412551	0.0614348299997218	-1.77077578652116	0.0765979939653296	-0.229197363608347	0.0116227447832442	-0.288653857029651	-0.144223874083129	-0.288653857029651
W4__total_z_mid_g2	:=	W4__dir_z_mid_g2+W4__ind_EmoDiss_z_mid_g2+W4__ind_QualEngag_z_mid_g2	0	0	W4__total_z_mid_g2	-0.0229397564188174	0.0514440517223826	-0.445916595811924	0.655657493829434	-0.123768245013503	0.0778887321758681	-0.0616674147435196	-0.0308228062153935	-0.0616674147435196
W4__total_z_high_g1	:=	W4__dir_z_high_g1+W4__ind_EmoDiss_z_high_g1+W4__ind_QualEngag_z_high_g1	0	0	W4__total_z_high_g1	-0.336887370438477	0.137687050762979	-2.44676146792054	0.0144146201496735	-0.606749031071454	-0.0670257098054994	-0.893889548208863	-0.994800775006914	-0.893889548208863
W4__total_z_high_g2	:=	W4__dir_z_high_g2+W4__ind_EmoDiss_z_high_g2+W4__ind_QualEngag_z_high_g2	0	0	W4__total_z_high_g2	-0.08050178155338	0.113840243926709	-0.707146952401188	0.479475160425056	-0.303624559640984	0.142620996534224	-0.216407561615269	-0.251452480958589	-0.216407561615269
W4__index_MM_EmoDiss_g1	:=	W4__a1z_g1*W4__b1_g1	0	0	W4__index_MM_EmoDiss_g1	-0.00423001839185827	0.0197687886914282	-0.213974586803713	0.830566875008252	-0.0429761322450403	0.0345160954613237	-0.0112238378787901	-0.0157735860236727	-0.0112238378787901
W4__index_MM_EmoDiss_g2	:=	W4__a1z_g2*W4__b1_g2	0	0	W4__index_MM_EmoDiss_g2	-0.0026953568529875	0.0153119384741771	-0.176029759885275	0.860270562483463	-0.0327062047958678	0.0273154910898928	-0.00724574777082732	-0.0103310421132909	-0.00724574777082732
W4__index_MM_QualEngag_g1	:=	W4__a2z_g1*W4__b2_g1	0	0	W4__index_MM_QualEngag_g1	-0.00962000376590053	0.0154406671075444	-0.623030319797527	0.533264597629844	-0.0398831551939598	0.0206431476621587	-0.0255255066667416	-0.0358726470886161	-0.0255255066667416
W4__index_MM_QualEngag_g2	:=	W4__a2z_g2*W4__b2_g2	0	0	W4__index_MM_QualEngag_g2	0.00432423182090558	0.0116114553702868	0.372410837660463	0.709586986024253	-0.0184338025129507	0.0270822661547619	0.0116245435338697	0.0165743623149165	0.0116245435338697
W4__diff_ind_EmoDiss_z_low_g2	:=	W4__ind_EmoDiss_z_low_g2-W4__ind_EmoDiss_z_low_g1	0	0	W4__diff_ind_EmoDiss_z_low_g2	-0.00400431727068181	0.0279914905723353	-0.143054806614671	0.886246896843782	-0.0588666306660514	0.0508579961246878	-0.0115351210946148	-0.0123037732783865	-0.0115351210946148
W4__diff_ind_EmoDiss_z_mid_g2	:=	W4__ind_EmoDiss_z_mid_g2-W4__ind_EmoDiss_z_mid_g1	0	0	W4__diff_ind_EmoDiss_z_mid_g2	-0.00110584369710166	0.0358277593231967	-0.0308655555912949	0.975376759483645	-0.0713269616173364	0.0691152742231331	-0.00402181033572588	-0.00202458839121017	-0.00402181033572588
W4__diff_ind_EmoDiss_z_high_g2	:=	W4__ind_EmoDiss_z_high_g2-W4__ind_EmoDiss_z_high_g1	0	0	W4__diff_ind_EmoDiss_z_high_g2	0.00179262987647848	0.0790218180788508	0.0226852522513432	0.981901339808152	-0.153087287550945	0.156672547303902	0.00349150042316301	0.00825459649596619	0.00349150042316301
W4__diff_ind_QualEngag_z_low_g2	:=	W4__ind_QualEngag_z_low_g2-W4__ind_QualEngag_z_low_g1	0	0	W4__diff_ind_QualEngag_z_low_g2	-0.00730606287322818	0.02131132497571	-0.342825370152039	0.731729838681606	-0.0490754922884487	0.0344633665419924	-0.0194477257840441	-0.0737119708698878	-0.0194477257840441
W4__diff_ind_QualEngag_z_mid_g2	:=	W4__ind_QualEngag_z_mid_g2-W4__ind_QualEngag_z_mid_g1	0	0	W4__diff_ind_QualEngag_z_mid_g2	0.019030036213397	0.0279074630068948	0.681897749311553	0.495303608681128	-0.0356675861800007	0.0737276586067947	0.0507165651923747	0.0253432715526887	0.0507165651923747
W4__diff_ind_QualEngag_z_high_g2	:=	W4__ind_QualEngag_z_high_g2-W4__ind_QualEngag_z_high_g1	0	0	W4__diff_ind_QualEngag_z_high_g2	0.0453661353000222	0.0613696895409245	0.739227062078743	0.459769130601611	-0.0749162459425943	0.165648516542639	0.120880856168794	0.124398513975265	0.120880856168794
W4__diff_total_z_low_g2	:=	W4__total_z_low_g2-W4__total_z_low_g1	0	0	W4__diff_total_z_low_g2	-0.0846904828976289	0.0612166121016296	-1.38345589522381	0.166525121932886	-0.204672837872382	0.0352918720771239	-0.22350910202133	-0.516546158312855	-0.22350910202133
W4__diff_total_z_mid_g2	:=	W4__total_z_mid_g2-W4__total_z_mid_g1	0	0	W4__diff_total_z_mid_g2	0.0858475529937339	0.0801294502334183	1.07136081357926	0.284007225395072	-0.0712032835647606	0.242898389552228	0.226986442286132	0.113401067867735	0.226986442286132
