cohort,hgrades,bparented,bparented_c,pell,hapcl,hprecalc13,hchallenge,hchallenge_c,cSFcareer,cSFcareer_c,firstgen,re_all,living18,sex,trnsfr_cr,x_FASt,credit_dose,credit_dose_c,XZ_c,EmoDiss,QualEngag,DevAdj,sbmyself,sbvalued,sbcommunity,pgthink,pganalyze,pgwork,pgvalues,pgprobsolve,SEwellness,SEnonacad,SEactivities,SEacademic,SEdiverse,evalexp,sameinst,MHWdacad,MHWdlonely,MHWdmental,MHWdexhaust,MHWdsleep,MHWdfinancial,QIstudent,QIadvisor,QIfaculty,QIstaff,QIadmin,SFcareer,SFotherwork,SFdiscuss,SFperform
1,5,2.9438815957571274,0.09722079656087601,0,0,1,3.893110071189753,0.8988896333930465,3.0593123357178738,-0.1319974520763827,1,Hispanic/Latino,With family (commuting),Woman,11,0,-0.1,0.15396666666666667,0.0,,,,3,3,3,3,3,3,2,3,3,2,2,2,3,3,2,2,3,3,2,3,2,6,4,3,3,5,3,3,3,3
1,3,1.9211539820883476,-0.9255068171079037,1,0,0,3.5129372051997403,0.518716767403034,3.610289552446182,0.41897976465192555,1,Hispanic/Latino,With family (commuting),Man,11,0,-0.1,0.15396666666666667,0.0,,,,2,3,2,3,3,3,1,3,3,3,2,3,3,3,2,3,2,2,2,2,2,5,5,5,3,4,2,3,2,2
1,3,2.715513531333365,-0.13114726786288644,0,0,0,2.1509978199379907,-0.8432226178587157,3.2771224598736706,0.08581267207941412,0,Black/African American,On-campus (residence hall),Woman,10,0,-0.2,0.05396666666666666,0.0,,,,3,3,2,3,2,3,3,2,3,2,3,3,3,2,3,2,2,1,2,3,1,6,5,4,4,4,3,3,3,3
0,9,4.468439323267564,1.6217785240713125,0,0,0,3.258681900234134,0.26446146243742774,2.8395142760124115,-0.351795511781845,0,Black/African American,With family (commuting),Man,2,0,-1.0,-0.7460333333333333,-0.0,,,,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,4,3,6,5,6,6,4,2,3,3,3
0,5,2.9202913821791947,0.07363058298294334,1,0,0,2.6449630626229648,-0.34925737517374156,1.9354138998551145,-1.255895887939142,0,White,With family (commuting),Woman,11,0,-0.1,0.15396666666666667,0.0,,,,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,1,1,1,1,1,2,4,4,5,5,3,2,2,3,3
0,5,4.515477633530769,1.6688168343345176,1,0,0,2.6358682516201988,-0.35835218617650755,3.168284637147073,-0.023025150647183246,0,Hispanic/Latino,Off-campus (rent/apartment),Woman,9,0,-0.3,-0.046033333333333315,-0.0,,,,4,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,1,2,1,1,1,4,6,6,4,4,3,3,3,3
0,7,3.780314266277248,0.9336534670809966,0,1,0,2.3638836525795757,-0.6303367852171307,3.814525210590584,0.6232154227963274,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Woman,16,1,0.4,0.6539666666666667,0.6539666666666667,,,,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,4,3,3,3,3,5,2,3,5,2,3,1,2,3
1,7,3.740527096080523,0.8938662968842714,1,1,0,1.1616408513829248,-1.8325795864137815,1.7742714060383835,-1.417038381755873,0,White,With family (commuting),Woman,6,0,-0.6,-0.3460333333333333,-0.0,,,,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,1,1,1,3,1,2,4,4,7,4,5,3,3,3,2
0,5,3.676092820888208,0.8294320216919568,0,1,0,2.4838859487314284,-0.5103344890652779,2.082324158912932,-1.1089856288813245,0,Hispanic/Latino,With family (commuting),Man,4,0,-0.8,-0.5460333333333334,-0.0,,,,3,3,4,3,3,3,3,3,3,2,3,3,3,4,3,2,1,2,2,1,1,5,5,6,4,4,3,3,3,2
0,8,3.06732209120624,0.22066129200998885,1,1,1,2.879389129021439,-0.11483130877526726,4.004615044685839,0.8133052568915828,1,Hispanic/Latino,With family (commuting),Woman,25,1,1.3,1.5539666666666667,1.5539666666666667,,,,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,4,3,3,3,3,2,4,5,5,5,5,3,3,2,3
1,5,3.1099111440188585,0.2632503448226071,1,0,0,1.9486510428029586,-1.0455693949937477,3.071407650344574,-0.11990213744968248,0,Asian,Off-campus (rent/apartment),Man,2,0,-1.0,-0.7460333333333333,-0.0,,,,3,3,2,4,3,2,3,2,2,3,3,2,3,3,3,2,2,1,2,3,1,5,5,5,6,3,3,3,2,2
0,7,1.9845167049039292,-0.8621440942923222,1,0,0,3.3406327531492734,0.3464123153525671,2.9758058375386516,-0.21550395025560487,1,White,With family (commuting),Woman,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,3,2,2,3,3,2,3,3,2,2,3,2,3,3,2,1,2,2,1,1,7,5,5,4,4,3,3,2,3
1,8,2.7848188976901733,-0.061841901506078045,1,1,1,3.4784305191965026,0.48421008139979627,5.4411978799080645,2.249888092113808,1,Hispanic/Latino,On-campus (residence hall),Woman,3,0,-0.9,-0.6460333333333333,-0.0,,,,3,4,3,4,3,3,3,3,3,3,4,3,3,4,3,1,2,1,2,2,1,4,7,5,4,6,3,3,3,3
1,6,3.440940935686497,0.5942801364902457,0,1,0,2.2346289069157,-0.7595915308810062,2.750581197515151,-0.4407285902791056,1,Other/Multiracial/Unknown,With family (commuting),Woman,8,0,-0.4,-0.14603333333333335,-0.0,,,,3,3,2,2,3,3,3,3,2,3,3,2,2,2,3,2,3,3,2,3,2,5,6,5,5,5,2,3,2,3
0,7,2.70130791431103,-0.14535288488522147,0,0,0,3.3944958989891334,0.4002754611924271,3.3651263312128945,0.17381654341863806,0,Asian,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,3,3,5,5,5,4,5,3,2,3,3
1,4,2.4204953586009625,-0.4261654405952888,0,1,1,2.2677809228460934,-0.7264395149506129,2.4143983078408207,-0.7769114799534358,0,Hispanic/Latino,Off-campus (rent/apartment),Man,3,0,-0.9,-0.6460333333333333,-0.0,,,,3,2,2,3,3,2,3,2,2,2,2,3,2,2,3,4,3,3,2,3,2,2,4,3,4,3,3,2,2,2
1,5,3.211780769384599,0.36511997018834785,0,1,0,4.5138918562825205,1.5196714184858142,4.552521298522008,1.3612115107277512,0,Hispanic/Latino,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,3,3,2,3,3,3,3,2,3,2,3,2,3,2,1,1,1,1,1,7,4,4,5,5,3,2,2,3
1,7,2.5062853443530355,-0.34037545484321585,1,0,0,4.805341345792676,1.8111209079959694,3.019664448815859,-0.17164533897839762,0,Other/Multiracial/Unknown,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,3,4,3,4,4,4,3,3,3,4,3,3,4,3,1,2,1,1,1,1,5,3,7,3,4,4,4,3,3
0,6,4.26921918892674,1.4225583897304883,1,0,0,3.563814915642562,0.5695944778458557,5.254270055383599,2.0629602675893426,0,Asian,With family (commuting),Man,27,1,1.5,1.7539666666666667,1.7539666666666667,,,,4,3,2,2,2,2,3,3,2,3,2,2,2,2,3,2,2,3,3,2,2,6,6,5,5,5,3,3,3,2
0,7,2.5323755583010628,-0.3142852408951886,1,1,1,2.9628626956951196,-0.031357742101586705,3.8129893889390076,0.6216796011447512,0,White,With family (commuting),Woman,17,1,0.5,0.7539666666666667,0.7539666666666667,,,,3,2,2,3,3,2,2,3,3,2,3,3,2,3,3,3,2,3,4,3,3,4,4,4,4,3,3,2,3,3
0,6,1.1758955863282916,-1.6707652128679598,1,0,0,4.992136065592178,1.997915627795472,2.183689019854289,-1.0076207679399674,1,Other/Multiracial/Unknown,On-campus (residence hall),Man,7,0,-0.5,-0.24603333333333333,-0.0,,,,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,1,2,1,2,2,5,5,4,4,4,2,2,3,3
0,6,1.0647376199631742,-1.7819231792330772,0,1,0,3.477146903469431,0.4829264656727248,4.112986367778265,0.9216765799840085,0,Black/African American,On-campus (residence hall),Woman,3,0,-0.9,-0.6460333333333333,-0.0,,,,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,4,5,3,4,4,2,3,2,3
0,8,3.3773422472199592,0.5306814480237079,1,1,0,2.339656929882246,-0.6545635079144603,3.0518617227381717,-0.13944806505608476,0,White,With family (commuting),Man,64,1,5.2,5.453966666666667,5.453966666666667,,,,3,3,2,3,3,3,3,4,3,3,2,3,2,3,3,2,2,2,1,2,2,5,5,5,5,3,3,3,3,3
0,4,2.627990126352292,-0.21867067284395958,1,0,0,3.29337037640255,0.2991499386058436,2.67681967928506,-0.5144901085091966,1,Hispanic/Latino,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,1,1,2,2,3,1,5,5,6,5,4,2,3,3,3
0,3,2.2090706819103847,-0.6375901172858667,0,1,0,2.9812417078204128,-0.012978729976293568,3.7452696194560784,0.5539598316618219,0,Asian,On-campus (residence hall),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,2,3,2,2,2,5,6,6,5,4,3,2,3,3
0,7,2.565260578261383,-0.2814002209348683,1,1,0,2.491312899984839,-0.5029075378118675,3.030739587240104,-0.16057020055415228,0,White,On-campus (residence hall),Man,21,1,0.9,1.1539666666666668,1.1539666666666668,,,,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,2,2,2,4,1,5,6,2,4,4,3,3,3,3
0,6,3.5052040152135353,0.6585432160172839,1,1,1,3.1980858861485513,0.20386544835184495,3.452111347927068,0.2608015601328115,0,Hispanic/Latino,With family (commuting),Woman,19,1,0.7,0.9539666666666666,0.9539666666666666,,,,3,2,2,2,3,3,3,2,2,3,2,2,2,3,3,2,2,2,3,3,3,4,3,6,3,2,2,2,3,3
1,6,1.3153011745581176,-1.5313596246381338,0,0,0,2.264161037439687,-0.7300594003570193,3.475623197422526,0.28431340962826956,1,Hispanic/Latino,Off-campus (rent/apartment),Woman,11,0,-0.1,0.15396666666666667,0.0,,,,3,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,1,2,2,2,3,4,5,5,5,5,3,2,3,3
0,7,3.5367430068484875,0.6900822076522362,1,1,0,2.255242958132609,-0.7389774796640971,3.132383184118443,-0.05892660367581337,0,Hispanic/Latino,With family (commuting),Man,14,1,0.2,0.4539666666666667,0.4539666666666667,,,,2,2,1,2,2,3,2,3,2,2,2,2,2,3,2,2,1,2,4,3,2,3,5,5,5,5,2,2,2,3
1,4,4.2429669425276675,1.3963061433314161,1,0,1,3.166033693547928,0.17181325575122175,3.347604096475554,0.15629430868129734,0,Other/Multiracial/Unknown,With family (commuting),Man,5,0,-0.7,-0.4460333333333333,-0.0,,,,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,5,2,3,2,3,3,2,3,3
1,8,3.062935576254901,0.21627477705864973,0,1,0,3.1696774456805037,0.17545700788379737,3.871832500014175,0.6805227122199184,0,Other/Multiracial/Unknown,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,3,3,2,3,3,2,2,2,3,3,3,2,3,2,1,3,2,2,2,7,6,5,4,5,2,2,2,3
1,8,3.304224459674932,0.4575636604786806,0,1,1,2.703964197515248,-0.29025624028145813,2.4675864732556083,-0.7237233145386481,1,Hispanic/Latino,On-campus (residence hall),Man,10,0,-0.2,0.05396666666666666,0.0,,,,1,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,3,1,2,2,3,5,5,6,4,4,2,2,2,2
1,8,6.04719449884788,3.2005336996516283,0,1,0,3.448428662942469,0.45420822514576287,4.419764476614287,1.228454688820031,0,Hispanic/Latino,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,4,4,3,3,3,3,2,3,3,3,3,4,4,4,2,1,2,1,2,1,5,4,5,4,5,4,3,3,3
1,7,1.9431326087012268,-0.9035281904950245,1,1,1,4.137473534343161,1.1432530965464545,3.2150813012441866,0.023771513449930115,1,Hispanic/Latino,With family (commuting),Woman,16,1,0.4,0.6539666666666667,0.6539666666666667,,,,2,2,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,4,4,5,1,4,3,2,2,2
0,5,3.506992010545051,0.6603312113487996,0,0,1,3.5253528630184663,0.53113242522176,2.594638623690876,-0.5966711641033804,0,White,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,4,3,3,2,3,3,3,3,2,2,3,3,2,2,1,3,1,3,2,2,6,6,3,4,5,2,3,2,3
1,8,1.7645427633224067,-1.0821180358738447,1,1,1,3.2873773201658723,0.2931568823691659,2.245788363657906,-0.9455214241363503,1,Hispanic/Latino,Off-campus (rent/apartment),Man,34,1,2.2,2.453966666666667,2.453966666666667,,,,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,5,4,3,3,3,3,3,3,3
0,6,1.3227897781727653,-1.523871021023486,1,0,1,2.211406194568065,-0.7828142432286413,2.6855828737899934,-0.5057269140042631,1,Hispanic/Latino,On-campus (residence hall),Man,3,0,-0.9,-0.6460333333333333,-0.0,,,,3,4,2,4,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,1,3,5,4,3,5,4,3,3,3,3
1,6,2.6548331532110954,-0.191827645985156,0,0,0,2.759556858257492,-0.23466357953921424,3.929910485335266,0.7386006975410098,0,White,With family (commuting),Woman,10,0,-0.2,0.05396666666666666,0.0,,,,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,2,1,2,2,2,2,6,5,6,5,4,4,4,3,3
0,5,3.9382651348829367,1.0916043356866854,0,0,1,3.9151309050472087,0.9209104672505024,2.5599490391600335,-0.631360748634223,1,Black/African American,On-campus (residence hall),Woman,8,0,-0.4,-0.14603333333333335,-0.0,,,,3,2,2,3,3,2,2,3,2,3,2,2,3,3,2,3,2,3,3,4,2,6,5,5,5,6,2,2,2,4
0,6,2.999389138305168,0.1527283391089167,1,0,0,2.7544735590410507,-0.2397468787556556,3.2967114218047366,0.1054016340104802,1,White,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,3,3,3,3,2,3,2,3,2,2,3,2,3,2,2,4,2,3,2,2,5,4,6,3,3,3,2,3,2
1,8,1.3552666891952785,-1.4913941100009729,0,0,0,2.126105466745582,-0.8681149710511242,5.071226365795334,1.8799165780010774,1,White,Off-campus (rent/apartment),Woman,11,0,-0.1,0.15396666666666667,0.0,,,,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,6,4,5,6,3,2,3,3,3
1,7,1.781450708584823,-1.0652100906114284,0,1,0,2.7669705793365518,-0.22724985846015455,2.1582450473176094,-1.033064740476647,0,Black/African American,With family (commuting),Man,7,0,-0.5,-0.24603333333333333,-0.0,,,,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,4,3,6,3,4,3,3,2,3
1,7,1.8019652003820246,-1.0446955988142268,0,1,1,3.2118025438233,0.2175821060265939,5.047756466817809,1.8564466790235525,1,Hispanic/Latino,On-campus (residence hall),Woman,31,1,1.9,2.1539666666666664,2.1539666666666664,,,,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,1,3,3,6,4,4,6,5,3,3,3,3
1,5,2.8838788632156493,0.03721806401939798,1,0,0,3.2570706678353614,0.26285023003865504,2.985430240224991,-0.2058795475692654,1,Hispanic/Latino,On-campus (residence hall),Woman,11,0,-0.1,0.15396666666666667,0.0,,,,3,2,3,2,2,2,2,2,2,2,1,3,2,3,2,2,2,3,2,3,4,4,4,3,4,3,2,2,2,3
0,8,3.7062255177446777,0.8595647185484263,0,1,0,3.2724387706055627,0.27821833280885633,2.8246651856968388,-0.36664460209741767,0,Hispanic/Latino,On-campus (residence hall),Woman,13,1,0.1,0.35396666666666665,0.35396666666666665,,,,2,3,3,3,3,3,4,3,2,3,4,3,3,3,3,2,2,1,1,2,1,5,3,5,4,4,3,3,3,3
1,7,2.1435613597144374,-0.703099439481814,0,0,0,3.833030625439671,0.8388101876429648,2.636356958884587,-0.5549528289096695,1,Hispanic/Latino,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,4,3,3,4,3,3,3,2,3,3,3,3,3,3,2,3,1,2,2,2,5,3,4,4,5,3,3,3,3
1,5,0.8378903833814291,-2.0087704158148223,1,1,0,2.3739095039363365,-0.6203109338603698,3.628370987596825,0.43706119980256863,1,Hispanic/Latino,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,4,3,3,3,3,3,3,2,4,3,3,3,4,3,4,2,2,3,3,2,5,4,5,5,4,3,3,3,3
1,8,3.3732551262052755,0.5265943270090241,1,1,1,4.065463274911866,1.0712428371151597,1.8561441891494566,-1.3351655986448,0,Asian,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,6,4,6,4,4,3,3,3,3
0,3,2.2336982325295742,-0.6129625666666771,0,0,0,2.7669488134913114,-0.22727162430539494,3.358735671964886,0.16742588417062976,1,White,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,1,3,2,2,3,2,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,4,4,4,5,3,3,2,2,3
1,7,3.3215925913994684,0.474931792203217,1,1,1,4.066596680929104,1.0723762431323975,2.6101507321156348,-0.5811590556786217,1,Hispanic/Latino,With family (commuting),Man,53,1,4.1,4.3539666666666665,4.3539666666666665,,,,3,4,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,5,4,4,5,4,2,3,3,3
0,5,2.674064756225725,-0.17259604297052622,0,1,0,2.2947213197827794,-0.699499118013927,2.061495816292733,-1.1298139715015236,1,Asian,Off-campus (rent/apartment),Woman,6,0,-0.6,-0.3460333333333333,-0.0,,,,2,3,3,3,3,2,3,2,2,2,1,3,2,2,2,1,1,2,1,2,2,7,6,6,6,6,3,2,2,2
1,6,5.833647112098966,2.9869863129027143,1,0,0,2.9695113107983295,-0.024709126998376796,3.2303205652536517,0.039010777459395296,0,White,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,2,2,2,2,2,3,3,3,2,3,2,3,2,3,2,2,2,2,2,1,5,3,5,4,5,3,2,2,3
1,7,5.047938802108852,2.2012780029126002,0,0,0,3.085644999173735,0.09142456137702881,2.5058759889965447,-0.6854337987977117,0,Asian,On-campus (residence hall),Man,5,0,-0.7,-0.4460333333333333,-0.0,,,,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,6,5,5,4,5,3,3,3,3
1,7,1.8816013684471808,-0.9650594307490705,0,0,0,2.214070880380565,-0.7801495574161414,3.1153960147604858,-0.07591377303377067,1,Other/Multiracial/Unknown,With family (commuting),Man,21,1,0.9,1.1539666666666668,1.1539666666666668,,,,4,3,4,4,3,3,3,3,3,4,3,2,3,3,3,2,1,1,2,1,2,5,5,4,4,5,3,3,3,3
1,7,0.16989577761995747,-2.6767650215762937,0,1,1,1.999188848006176,-0.9950315897905304,4.427102428984093,1.2357926411898368,1,Asian,With family (commuting),Man,21,1,0.9,1.1539666666666668,1.1539666666666668,,,,3,2,2,3,3,2,2,3,3,2,2,3,2,2,3,2,2,3,2,3,3,5,4,5,5,5,2,2,4,2
0,8,0.8647835971831943,-1.981877202013057,0,1,0,3.116664431338131,0.12244399354142477,2.197369844746644,-0.9939399430476126,1,White,On-campus (residence hall),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,3,2,2,3,2,2,2,2,2,3,2,2,3,3,1,2,2,1,2,5,2,5,4,5,2,2,2,2
0,6,3.8311541295539198,0.9844933303576684,1,0,0,2.190344762930912,-0.8038756748657945,3.5210718550528126,0.32976206725855617,0,Asian,Off-campus (rent/apartment),Woman,8,0,-0.4,-0.14603333333333335,-0.0,,,,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,6,5,5,4,4,3,2,3,2
1,6,1.7955401382664482,-1.0511206609298032,0,1,0,3.796428357338614,0.8022079195419076,3.7737096283960097,0.5823998406017532,1,White,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,4,3,5,4,4,3,3,3,3
1,7,2.7914369930785976,-0.05522380611765376,1,0,0,3.081549369650733,0.08732893185402668,1.7763863980204078,-1.4149233897738487,0,Asian,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,3,1,2,2,3,2,3,2,2,2,2,3,2,2,3,2,3,2,2,2,4,3,4,4,2,2,2,3,2
1,5,4.273847180051492,1.4271863808552405,0,1,0,1.760760122153135,-1.2334603156435713,3.480373352784808,0.28906356499055175,0,White,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,5,5,5,6,4,3,3,3,2
0,5,2.635971809840841,-0.21068898935541025,0,0,1,2.292304829997939,-0.7019156077987674,2.342033823453384,-0.8492759643408725,1,White,With family (commuting),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,4,4,3,3,3,4,4,4,4,3,3,3,3,3,2,2,1,1,1,1,4,4,4,6,3,3,4,4,3
1,7,3.7734838235476755,0.9268230243514242,0,1,0,1.3893976329107156,-1.6048228048859907,2.908161934915592,-0.2831478528786646,0,Other/Multiracial/Unknown,With family (commuting),Woman,36,1,2.4,2.6539666666666664,2.6539666666666664,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,4,5,3,3,4,3,3,3,3
1,5,3.125515405951882,0.27885460675563056,0,0,1,2.466499206205143,-0.5277212315915634,3.464978631901045,0.2736688441067887,0,Hispanic/Latino,With family (commuting),Woman,6,0,-0.6,-0.3460333333333333,-0.0,,,,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,1,1,1,2,2,2,6,5,6,6,6,3,3,4,4
1,6,1.9639177458056718,-0.8827430533905796,0,1,0,3.194416035630409,0.2001955978337029,2.18904620526902,-1.0022635825252366,1,Asian,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,1,2,2,2,3,5,4,4,4,4,3,3,3,3
0,5,2.456379539229835,-0.39028125996641627,0,0,0,2.2471026637113627,-0.7471177740853436,2.2288912164467938,-0.9624185713474627,1,Hispanic/Latino,With family (commuting),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,2,2,3,2,3,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,4,2,3,3,3,3,3,2,3
0,5,1.7319065172609682,-1.1147542819352831,0,1,0,3.491049240027508,0.4968288022308016,4.399038218148349,1.2077284303540927,1,Other/Multiracial/Unknown,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,1,3,2,2,3,3,2,2,3,2,2,3,2,4,3,3,4,4,3,4,5,4,4,4,2,2,2,3
0,4,3.3802440540015515,0.5335832548053001,0,0,0,4.429696441630915,1.4354760038342085,3.2277920372440234,0.03648224944976697,1,Hispanic/Latino,With family (commuting),Man,7,0,-0.5,-0.24603333333333333,-0.0,,,,3,2,2,3,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,5,5,4,5,4,2,3,2,2
1,8,2.869517688288915,0.02285688909266348,1,1,0,2.803268238793774,-0.19095219900293214,4.645871170445257,1.4545613826510002,1,White,With family (commuting),Woman,12,1,0.0,0.2539666666666667,0.2539666666666667,,,,2,2,1,2,2,3,3,3,2,2,2,2,2,3,3,2,3,2,1,2,2,5,6,3,4,3,2,1,2,3
0,7,1.9926117570969921,-0.8540490420992592,0,1,0,2.6371963907161438,-0.35702404708056257,4.117152232694672,0.9258424449004159,1,White,On-campus (residence hall),Woman,27,1,1.5,1.7539666666666667,1.7539666666666667,,,,3,2,2,3,3,2,3,2,2,2,2,2,3,3,2,2,2,3,3,2,2,6,5,7,5,6,3,2,3,2
0,9,1.8898261604208584,-0.956834638775393,1,0,1,3.6063995048073054,0.6121790670105991,3.5205912348841344,0.32928144708987794,1,White,Off-campus (rent/apartment),Man,39,1,2.7,2.953966666666667,2.953966666666667,,,,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,2,2,2,2,2,2,6,6,7,5,6,4,3,3,3
0,4,2.282616081968193,-0.5640447172280583,1,1,0,2.439992136956268,-0.5542283008404385,3.338783469054881,0.14747368126062455,1,Hispanic/Latino,Off-campus (rent/apartment),Man,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,3,3,3,3,3,2,3,3,3,2,2,3,2,2,1,1,2,2,2,1,4,3,3,3,3,3,2,2,2
1,5,2.4494042920055596,-0.3972565071906917,0,0,0,2.407865321832583,-0.5863551159641234,3.8226837046398114,0.631373916845555,1,Asian,With family (commuting),Woman,10,0,-0.2,0.05396666666666666,0.0,,,,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,2,2,2,2,2,2,6,5,5,5,6,3,3,3,3
0,6,4.486527325589577,1.6398665263933259,1,0,0,3.3066153749418596,0.3123949371451533,3.218657329026295,0.02734754123203853,0,White,With family (commuting),Man,4,0,-0.8,-0.5460333333333334,-0.0,,,,2,3,2,4,3,3,3,2,3,3,2,2,2,3,3,1,3,2,2,2,1,5,5,5,6,3,3,3,3,2
0,6,3.228331298580763,0.3816704993845117,0,0,0,2.885762013249471,-0.10845842454723531,2.8883190146424083,-0.3029907731518482,1,Hispanic/Latino,On-campus (residence hall),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,3,3,3,3,3,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,5,4,3,2,2,2,3
0,8,4.213264756067968,1.3666039568717165,1,0,1,1.997310767270845,-0.9969096705258613,3.020930361598336,-0.1703794261959204,1,Black/African American,Off-campus (rent/apartment),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,3,3,7,5,4,5,4,2,2,2,2
0,4,3.8454474656678626,0.9987866664716112,0,0,0,2.274900444854059,-0.7193199929426473,5.0238447131330535,1.832534925338797,0,White,Off-campus (rent/apartment),Man,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,2,2,3,2,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,2,4,2,5,6,2,2,2,3,3
1,6,1.6138749378511277,-1.2327858613451237,1,1,0,3.106636631537947,0.11241619374124046,3.3955748098084144,0.20426502201415797,1,White,With family (commuting),Woman,5,0,-0.7,-0.4460333333333333,-0.0,,,,2,3,2,3,3,2,2,2,3,3,2,3,3,2,3,2,2,3,3,2,3,5,4,6,4,5,3,2,2,3
1,6,2.1110995236462045,-0.7355612755500469,1,1,0,2.684099327775715,-0.3101211100209915,0.49209725446242863,-2.6992125333318278,1,White,With family (commuting),Woman,3,0,-0.9,-0.6460333333333333,-0.0,,,,3,4,2,3,3,2,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,4,6,4,4,5,3,3,3,4
1,7,3.7666744164320236,0.9200136172357722,1,1,0,2.791091352585375,-0.20312908521133144,3.0564991324832556,-0.1348106553110009,0,Hispanic/Latino,Off-campus (rent/apartment),Woman,0,0,-1.2,-0.9460333333333333,-0.0,,,,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,2,2,2,2,3,3,5,4,4,5,4,3,3,3,4
