"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
1,8,1.47774601878318,6,8,1.9591169255928,0,1,1,5,0.501733632469916,2,-0.31734693877551,8,35,24.8078,2,3,0.4952,1,"Asian","With family (commuting)","Female",1,0.7598,17,1,0.5,-0.0472600000000041,-0.0472600000000041,-9,-1.4,-0.4,2,3,3,2,3,2,2,2,3,4,3,3,4,3,3,3,3,4,NA,3,3,6,6,6,7,7,2,2,3,3,2160,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.468350354239673
1,8,1.47774601878318,7,6,-0.0408830744071951,0,0,1,4,-0.498266367530084,4,1.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,-5,-1,0,2,2,2,3,3,3,2,3,1,1,1,1,1,2,2,6,NA,6,6,5,5,4,4,4,4,3,4,1,2,3,2161,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11",1.08136708703721
0,8,1.47774601878318,7,7,0.959116925592805,0,0,1,5,0.501733632469916,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",1,0.7598,27,1,1.5,0.952739999999996,0.952739999999996,7,0.2,1.2,3,3,3,3,2,3,2,3,3,3,4,3,3,3,3,4,4,NA,5,5,6,2,3,3,3,4,3,2,1,3,2162,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.891468794220332
0,6,-0.522253981216823,7,7,0.959116925592805,0,1,0,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Asian","With family (commuting)","Female",0,-0.2402,19,1,0.7,0.152739999999996,0.152739999999996,-4,-0.9,0.1,NA,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,5,5,5,5,5,5,3,3,2,2,2163,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.13023200839139
1,5,-1.52225398121682,6,6,-0.0408830744071951,1,1,0,1,-3.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,12,0.7,1.7,2,3,3,3,3,4,2,2,2,2,3,2,2,3,3,5,5,5,5,5,NA,4,3,4,NA,3,3,2,3,2,2164,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.814718875179013
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,6,1.50173363246992,4,1.68265306122449,1,0,-10.1922,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,10,0.5,1.5,2,2,2,3,2,3,3,3,4,3,3,3,3,3,3,6,6,6,6,6,6,4,5,5,4,NA,4,3,2,3,2165,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.629019183004141
1,8,1.47774601878318,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,1,-1.31734693877551,3,8,-2.1922,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,32,1,2,1.45274,1.45274,25,2,3,4,3,2,4,4,4,4,4,4,4,4,3,3,3,3,NA,4,5,4,NA,4,6,6,6,6,6,1,1,3,1,2166,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.26993728658266
0,6,-0.522253981216823,7,8,1.9591169255928,0,0,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,-14,-1.9,-0.9,3,3,3,4,3,3,3,3,3,3,2,3,2,2,2,4,5,4,5,4,5,4,5,5,5,5,3,2,3,2,2167,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.29986757374111
1,5,-1.52225398121682,6,7,0.959116925592805,1,0,0,1,-3.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,15,1,2,1,1,1,3,3,3,3,3,4,3,3,3,4,2,2,3,4,4,4,3,5,6,6,6,NA,6,2,2,2,2,2168,1,2,1,13,"White Working-Class Striver","non_FASt_1_11",0.568438568779007
1,6,-0.522253981216823,7,7,0.959116925592805,0,0,1,6,1.50173363246992,NA,-2.25851083866603e-16,4,13,2.8078,2,3,0.4952,1,"White","With family (commuting)","Female",0,-0.2402,17,1,0.5,-0.0472600000000041,-0.0472600000000041,18,1.3,2.3,3,3,3,4,4,4,4,4,3,4,2,3,3,3,3,2,2,3,3,3,2,NA,5,5,5,5,2,2,2,3,2169,2,6,1,10,"Continuing-Gen Cruiser","FASt_12plus",1.2427187893293
0,6,-0.522253981216823,7,5,-1.0408830744072,0,1,1,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,3,8,5.4952,0,"Asian","With family (commuting)","Male",0,-0.2402,28,1,1.6,1.05274,1.05274,19,1.4,2.4,3,NA,2,4,4,4,4,4,2,2,3,2,2,3,3,4,4,NA,NA,5,5,6,6,6,5,5,2,3,3,2,2170,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.10084132768665
0,6,-0.522253981216823,7,7,0.959116925592805,1,1,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","","Female",0,-0.2402,6,0,-0.6,-1.14726,0,-10,-1.5,-0.5,1,2,2,3,2,2,2,2,3,3,3,3,3,3,3,4,5,4,5,4,5,1,1,1,1,1,2,2,2,2,2171,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",1.00396140750448
1,5,-1.52225398121682,7,NA,4.45360111104744e-16,1,1,1,3,-1.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,9,0,-0.3,-0.847260000000004,0,25,2,3,2,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,6,5,5,NA,5,1,3,1,1,2172,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.8653713411559
1,5,-1.52225398121682,7,6,-0.0408830744071951,1,0.251835236541599,0,4,-0.498266367530084,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"White","With family (commuting)","Female",0,-0.2402,8,0,-0.4,-0.947260000000004,0,34,2.9,3.9,3,3,3,3,3,4,3,3,2,3,3,2,2,4,4,4,4,4,4,4,5,4,4,4,4,5,2,2,2,2,2173,1,1,0,11,"White Rural First-Gen","non_FASt_1_11",0.69294234402277
0,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"White","On-campus (residence hall)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,-13,-1.8,-0.8,4,3,4,3,3,4,4,3,4,4,3,4,3,4,4,3,3,3,3,2,3,6,5,5,5,5,2,2,3,4,2174,0,3,1,6,"White Residential Traditional","non_DE",0.994009648355087
1,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,9,0,-0.3,-0.847260000000004,0,-7,-1.2,-0.2,4,4,4,2,2,2,3,2,3,2,3,3,3,3,4,NA,3,4,4,4,4,5,5,5,5,5,3,1,3,1,2175,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.667153705665534
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,37,1,2.5,1.95274,1.95274,10,0.5,1.5,1,2,1,3,3,3,3,2,3,3,3,3,3,2,3,5,5,5,5,5,5,5,4,5,4,5,3,3,3,2,2176,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.24609598415731
1,7,0.477746018783177,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","With family (commuting)","",1,0.7598,4,0,-0.8,-1.34726,0,-5,-1,0,3,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,2,3,3,4,4,3,4,4,2,3,2,4,2177,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.842294125646753
0,6,-0.522253981216823,7,5,-1.0408830744072,1,0,0,6,1.50173363246992,NA,-2.25851083866603e-16,4,13,2.8078,1,0,-2.5048,0,"Black/African American","Off-campus (rent/apartment)","Male",1,0.7598,1,0,-1.1,-1.64726,0,-14,-1.9,-0.9,1,NA,1,3,4,3,4,3,3,3,3,4,3,3,3,4,4,4,4,4,5,5,4,4,4,NA,3,2,2,1,2178,1,2,1,12,"Black Male Striver","non_FASt_1_11",0.74343660745425
1,7,0.477746018783177,7,8,1.9591169255928,1,0,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,NA,"White","With family (commuting)","Female",0,-0.2402,14,1,0.2,-0.347260000000004,-0.347260000000004,5,0,1,2,3,2,4,3,3,4,4,2,2,2,2,3,3,3,5,NA,4,4,4,4,4,4,4,4,3,3,1,2,1,2179,2,4,1,11,"White Rural First-Gen","FASt_12plus",1.17414544867072
0,7,0.477746018783177,7,5,-1.0408830744072,1,1,1,7,2.50173363246992,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,9,0,-0.3,-0.847260000000004,0,10,0.5,1.5,2,3,3,3,2,2,3,2,2,2,2,2,2,3,3,4,3,3,3,3,3,5,5,5,5,5,3,1,2,2,2180,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",1.21692748401978
0,7,0.477746018783177,7,6,-0.0408830744071951,1,0,1,5,0.501733632469916,1,-1.31734693877551,5,18,7.8078,4,13,10.4952,0,"Asian","Off-campus (rent/apartment)","Female",1,0.7598,38,1,2.6,2.05274,2.05274,1,-0.4,0.6,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,5,5,6,6,6,6,6,5,6,5,5,1,4,3,1,2181,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus",1.10201020968931
1,5,-1.52225398121682,6,6,-0.0408830744071951,1,0,1,5,0.501733632469916,4,1.68265306122449,3,8,-2.1922,3,8,5.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,28,2.3,3.3,4,3,3,2,2,2,2,3,3,3,3,2,2,1,1,6,6,NA,6,6,6,6,5,5,5,5,4,3,2,1,2182,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.685121967818212
1,5,-1.52225398121682,6,5,-1.0408830744072,0,0,1,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,29,1,1.7,1.15274,1.15274,2,-0.3,0.7,1,1,1,2,2,2,2,2,3,3,3,3,2,3,3,4,5,5,5,4,4,5,4,4,4,NA,2,3,2,2,2183,2,7,1,2,"Latino Off-Campus Working","FASt_12plus",1.58322504472456
1,6,-0.522253981216823,7,5,-1.0408830744072,0,1,1,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,NA,"Asian","With family (commuting)","Female",0,-0.2402,48,1,3.6,3.05274,3.05274,-9,-1.4,-0.4,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,5,5,5,5,5,3,2,2,3,2184,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.15457006425571
1,6,-0.522253981216823,6,7,0.959116925592805,1,1,0,2,-2.49826636753008,1,-1.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","With family (commuting)","Female",1,0.7598,10,0,-0.2,-0.747260000000004,0,-5,-1,0,3,2,3,2,1,2,2,2,2,2,3,3,3,2,2,4,4,NA,4,4,5,4,4,5,4,4,1,1,1,1,2185,1,1,0,11,"White Rural First-Gen","non_FASt_1_11",1.05397638959728
0,5,-1.52225398121682,7,7,0.959116925592805,0,0,0,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,22,1,1,0.452739999999996,0.452739999999996,14,0.9,1.9,NA,2,2,3,2,3,3,3,2,1,1,2,2,3,3,4,4,4,4,3,4,3,3,3,3,3,2,2,2,3,2186,2,7,1,7,"White Off-Campus Working","FASt_12plus",1.52346475370349
1,8,1.47774601878318,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-10,-1.5,-0.5,3,4,3,3,2,2,2,3,2,2,2,3,2,2,2,4,4,4,4,5,5,6,7,6,6,6,3,2,1,2,2187,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",1.06795743110414
1,7,0.477746018783177,7,6,-0.0408830744071951,1,1,0,3,-1.49826636753008,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,0.7598,7,0,-0.5,-1.04726,0,-14,-1.9,-0.9,1,1,NA,3,4,3,3,3,3,2,2,2,2,4,4,3,3,3,3,3,4,4,4,NA,4,4,3,3,2,2,2188,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",1.13249432394701
0,6.52225398121682,NA,7,5,-1.0408830744072,0,0,1,4,-0.498266367530084,4,1.68265306122449,3,8,-2.1922,7,28,25.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-2,-0.7,0.3,3,3,3,2,2,2,1,2,2,2,1,2,2,3,3,5,5,5,5,5,5,4,3,4,4,3,4,2,3,2,2189,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.805892217940693
0,7,0.477746018783177,6,5,-1.0408830744072,1,0,0,5,0.501733632469916,4,1.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","With family (commuting)","Female",1,0.7598,46,1,3.4,2.85274,2.85274,-10,-1.5,-0.5,1,2,2,2,2,2,1,2,2,2,3,3,2,2,3,4,3,3,3,3,3,6,5,5,6,6,4,3,3,2,2190,2,4,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.32058388056247
0,8,1.47774601878318,7,7,0.959116925592805,1,0,1,4,-0.498266367530084,1,-1.31734693877551,4,13,2.8078,2,3,0.4952,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,46,1,3.4,2.85274,2.85274,2,-0.3,0.7,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,NA,5,5,5,4,5,5,6,6,6,6,1,2,2,2,2191,2,5,1,2,"Latino Off-Campus Working","FASt_12plus",0.996584396241685
1,6,-0.522253981216823,7,8,1.9591169255928,1,0.251835236541599,0,7,2.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,30,1,1.8,1.25274,1.25274,-10,-1.5,-0.5,3,3,3,4,3,3,4,4,2,2,2,2,2,3,3,6,6,5,6,5,6,NA,2,3,3,2,2,2,1,2,2192,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus",1.2696977971279
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,0,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,33,1,2.1,1.55274,1.55274,-13,-1.8,-0.8,2,1,2,3,3,2,3,3,3,3,2,2,2,2,2,5,5,5,5,5,5,3,4,3,3,4,2,2,1,1,2193,2,6,1,13,"White Working-Class Striver","FASt_12plus",1.01824694115367
0,6.52225398121682,NA,7,5,-1.0408830744072,0,0,0.350877192982456,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,4,13,10.4952,0,"White","With family (commuting)","",0,-0.2402,34,1,2.2,1.65274,1.65274,7,0.2,1.2,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,3,4,4,4,4,4,5,5,5,5,4,2,3,2,1,2194,2,7,1,11,"White Rural First-Gen","FASt_12plus",1.40034713470139
1,7,0.477746018783177,7,6,-0.0408830744071951,1,1,1,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,80,1,6.8,6.25274,6.25274,-13,-1.8,-0.8,2,3,3,3,4,2,4,3,3,2,3,2,3,3,3,3,4,3,4,3,3,4,5,4,5,4,3,2,1,3,2195,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",0.88570600326363
0,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,6,1.50173363246992,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"White","On-campus (residence hall)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-9,-1.4,-0.4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,3,7,7,7,7,7,3,1,2,1,2196,1,1,0,6,"White Residential Traditional","non_FASt_1_11",1.25084774195059
0,8,1.47774601878318,7,7,0.959116925592805,0,1,0,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,3,8,5.4952,0,"Asian","With family (commuting)","Female",0,-0.2402,28,1,1.6,1.05274,1.05274,31,2.6,3.6,2,3,3,3,3,3,3,3,2,2,2,2,2,4,4,5,5,5,5,6,5,5,6,5,5,5,2,1,1,2,2197,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.784328787693834
1,5,-1.52225398121682,7,5,-1.0408830744072,1,0.251835236541599,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,34,2.9,3.9,3,3,3,4,4,3,3,3,2,2,3,3,3,4,3,3,3,3,4,NA,4,4,4,4,4,4,2,2,2,2,2198,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.552668001238154
0,6,-0.522253981216823,7,5,-1.0408830744072,0,1,0,5,0.501733632469916,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-15,-2,-1,3,2,2,3,3,3,3,3,3,3,3,2,3,2,2,4,4,4,4,4,5,4,NA,4,4,4,1,3,2,2,2199,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.863878358389181
1,6,-0.522253981216823,6,NA,4.45360111104744e-16,0,1,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"White","On-campus (residence hall)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,21,1.6,2.6,4,4,4,3,3,3,4,4,4,4,3,4,3,4,3,4,4,3,3,4,3,7,7,6,6,7,2,1,3,2,2200,1,1,0,6,"White Residential Traditional","non_FASt_1_11",0.938775979910055
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,5,0.501733632469916,2,-0.31734693877551,8,35,24.8078,1,0,-2.5048,1,"Asian","With family (commuting)","Female",1,0.7598,15,1,0.3,-0.247260000000004,-0.247260000000004,-7,-1.2,-0.2,2,3,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,2,3,2,2,2201,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus",0.68143266473869
0,6,-0.522253981216823,6,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,3,0.68265306122449,5,18,7.8078,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,16,1,0.4,-0.147260000000004,-0.147260000000004,32,2.7,3.7,2,2,2,3,3,3,3,3,3,2,4,3,3,3,3,5,4,5,5,5,5,5,5,5,6,5,3,1,2,3,2202,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.36619018160738
1,7,0.477746018783177,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,2,-0.31734693877551,5,18,7.8078,3,8,5.4952,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,24,1.9,2.9,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,6,6,6,6,5,2,3,3,1,2203,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11",0.877987412097626
0,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,4,-0.498266367530084,2,-0.31734693877551,6,23,12.8078,1,0,-2.5048,0,"Other/Multiracial/Unknown","With family (commuting)","Male",1,0.7598,21,1,0.9,0.352739999999996,0.352739999999996,5,0,1,4,4,4,2,2,2,2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,NA,6,5,5,6,2,2,2,2,2204,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus",1.15105931728554
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,1,0,6,1.50173363246992,4,1.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,35,1,2.3,1.75274,1.75274,-10,-1.5,-0.5,3,3,3,3,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,4,2,2,1,2205,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.08631469119983
1,5,-1.52225398121682,7,5,-1.0408830744072,1,0,1,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,1,0,-1.1,-1.64726,0,13,0.8,1.8,2,1,2,2,3,2,2,2,3,2,3,3,2,3,3,5,5,5,5,4,5,3,3,3,3,3,3,2,3,1,2206,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.617502880367488
1,5,-1.52225398121682,6,6,-0.0408830744071951,1,0,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,7,0,-0.5,-1.04726,0,0,-0.5,0.5,1,2,2,3,4,2,2,2,2,3,2,2,2,3,3,4,5,5,5,5,5,6,5,5,NA,5,3,2,2,2,2207,1,1,0,7,"White Off-Campus Working","non_FASt_1_11",0.573964236907655
1,7,0.477746018783177,7,8,1.9591169255928,0,0,1,6,1.50173363246992,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"White","With family (commuting)","Female",1,0.7598,3,0,-0.9,-1.44726,0,17,1.2,2.2,3,3,3,3,3,3,2,2,3,3,4,3,4,2,2,5,5,4,5,4,4,5,5,5,NA,4,2,2,4,3,2208,1,1,0,11,"White Rural First-Gen","non_FASt_1_11",1.08637671205677
0,6,-0.522253981216823,7,7,0.959116925592805,1,0,0,4,-0.498266367530084,3,0.68265306122449,7,28,17.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,22,1,1,0.452739999999996,0.452739999999996,-4,-0.9,0.1,2,3,3,2,3,3,3,3,4,3,4,3,3,4,3,5,6,NA,NA,6,6,6,7,6,6,7,3,3,3,2,2209,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.22798001032425
0,8,1.47774601878318,7,5,-1.0408830744072,1,0,1,4,-0.498266367530084,4,1.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,25,1,1.3,0.752739999999996,0.752739999999996,11,0.6,1.6,2,2,2,3,2,3,2,2,3,4,4,3,3,3,3,6,5,6,6,6,NA,4,4,4,4,3,4,1,1,2,2210,2,5,1,4,"Asian First-Gen Navigator","FASt_12plus",1.15419854858545
0,5,-1.52225398121682,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,3,8,5.4952,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,-14,-1.9,-0.9,2,2,2,2,2,3,2,2,1,1,2,2,2,3,3,4,5,5,5,4,4,5,5,6,5,6,3,2,2,2,2211,0,1,0,13,"White Working-Class Striver","non_DE",0.674104103292556
0,6,-0.522253981216823,7,7,0.959116925592805,0,0,0,6,1.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,7,0.2,1.2,2,3,3,3,3,3,2,2,4,4,3,4,4,2,3,3,4,4,4,4,4,5,5,6,5,5,2,2,2,3,2212,1,1,0,7,"White Off-Campus Working","non_FASt_1_11",0.772769974136015
1,5,-1.52225398121682,7,6,-0.0408830744071951,1,0,1,5,0.501733632469916,1,-1.31734693877551,3,8,-2.1922,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,17,1,0.5,-0.0472600000000041,-0.0472600000000041,-10,-1.5,-0.5,2,2,2,4,3,4,4,3,4,3,2,3,4,2,2,NA,5,5,5,5,5,5,5,5,6,5,1,2,1,2,2213,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus",1.49709644817315
1,7,0.477746018783177,7,8,1.9591169255928,1,0,1,5,0.501733632469916,2,-0.31734693877551,4,13,2.8078,2,3,0.4952,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,-3,-0.8,0.2,3,2,3,3,3,3,2,2,2,3,3,2,2,2,2,4,4,4,4,4,5,5,5,NA,4,5,2,1,2,1,2214,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",1.08900591957812
1,7,0.477746018783177,7,7,0.959116925592805,0,0,1,4,-0.498266367530084,3,0.68265306122449,8,35,24.8078,1,0,-2.5048,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,1,-0.4,0.6,3,2,2,3,3,3,3,3,3,2,3,3,2,3,2,4,4,5,4,4,4,5,5,5,5,5,3,1,2,3,2215,0,1,0,8,"Multiracial Bridge-Builder","non_DE",1.19488479394772
1,6,-0.522253981216823,7,NA,4.45360111104744e-16,1,0,1,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,23,1,1.1,0.552739999999996,0.552739999999996,12,0.7,1.7,3,3,2,3,4,4,4,4,2,2,3,3,3,2,3,NA,4,4,4,4,4,7,6,6,6,6,2,2,3,3,2216,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.37242286514463
