id,archetype_id,archetype_name
1598,9,Hispanic On-Campus Transitioner
1599,9,Hispanic On-Campus Transitioner
1600,9,Hispanic On-Campus Transitioner
1601,1,Latina Commuter Caretaker
1602,1,Latina Commuter Caretaker
1603,9,Hispanic On-Campus Transitioner
1604,3,Asian High-Pressure Achiever
1605,1,Latina Commuter Caretaker
1606,1,Latina Commuter Caretaker
1607,1,Latina Commuter Caretaker
1608,2,Latino Off-Campus Working
1609,3,Asian High-Pressure Achiever
1610,9,Hispanic On-Campus Transitioner
1611,3,Asian High-Pressure Achiever
1612,1,Latina Commuter Caretaker
1613,3,Asian High-Pressure Achiever
1614,6,White Residential Traditional
1615,3,Asian High-Pressure Achiever
1616,9,Hispanic On-Campus Transitioner
1617,3,Asian High-Pressure Achiever
1618,2,Latino Off-Campus Working
1619,13,White Working-Class Striver
1620,2,Latino Off-Campus Working
1621,1,Latina Commuter Caretaker
1622,1,Latina Commuter Caretaker
1623,10,Continuing-Gen Cruiser
1624,1,Latina Commuter Caretaker
1625,1,Latina Commuter Caretaker
1626,9,Hispanic On-Campus Transitioner
1627,5,Black Campus Connector
1628,3,Asian High-Pressure Achiever
1629,9,Hispanic On-Campus Transitioner
1630,11,White Rural First-Gen
1631,9,Hispanic On-Campus Transitioner
1632,8,Multiracial Bridge-Builder
1633,9,Hispanic On-Campus Transitioner
1634,1,Latina Commuter Caretaker
1635,3,Asian High-Pressure Achiever
1636,8,Multiracial Bridge-Builder
1637,3,Asian High-Pressure Achiever
1638,1,Latina Commuter Caretaker
1639,3,Asian High-Pressure Achiever
1640,10,Continuing-Gen Cruiser
1641,2,Latino Off-Campus Working
1642,7,White Off-Campus Working
1643,1,Latina Commuter Caretaker
1644,8,Multiracial Bridge-Builder
1645,9,Hispanic On-Campus Transitioner
1646,9,Hispanic On-Campus Transitioner
1647,3,Asian High-Pressure Achiever
1648,3,Asian High-Pressure Achiever
1649,9,Hispanic On-Campus Transitioner
1650,5,Black Campus Connector
1651,3,Asian High-Pressure Achiever
1652,1,Latina Commuter Caretaker
1653,5,Black Campus Connector
1654,1,Latina Commuter Caretaker
1655,6,White Residential Traditional
1656,9,Hispanic On-Campus Transitioner
1657,7,White Off-Campus Working
1658,8,Multiracial Bridge-Builder
1659,4,Asian First-Gen Navigator
1660,3,Asian High-Pressure Achiever
1661,3,Asian High-Pressure Achiever
1662,2,Latino Off-Campus Working
1663,1,Latina Commuter Caretaker
1664,1,Latina Commuter Caretaker
1665,8,Multiracial Bridge-Builder
1666,9,Hispanic On-Campus Transitioner
1667,1,Latina Commuter Caretaker
1668,1,Latina Commuter Caretaker
1669,13,White Working-Class Striver
1670,9,Hispanic On-Campus Transitioner
1671,9,Hispanic On-Campus Transitioner
1672,10,Continuing-Gen Cruiser
1673,2,Latino Off-Campus Working
1674,11,White Rural First-Gen
1675,7,White Off-Campus Working
1676,2,Latino Off-Campus Working
1677,8,Multiracial Bridge-Builder
1678,3,Asian High-Pressure Achiever
1679,9,Hispanic On-Campus Transitioner
1680,11,White Rural First-Gen
1681,5,Black Campus Connector
1682,1,Latina Commuter Caretaker
1683,2,Latino Off-Campus Working
1684,11,White Rural First-Gen
1685,6,White Residential Traditional
1686,7,White Off-Campus Working
1687,11,White Rural First-Gen
1688,9,Hispanic On-Campus Transitioner
1689,9,Hispanic On-Campus Transitioner
1690,1,Latina Commuter Caretaker
1691,8,Multiracial Bridge-Builder
1692,1,Latina Commuter Caretaker
1693,9,Hispanic On-Campus Transitioner
1694,4,Asian First-Gen Navigator
1695,10,Continuing-Gen Cruiser
1696,9,Hispanic On-Campus Transitioner
1697,9,Hispanic On-Campus Transitioner
1698,3,Asian High-Pressure Achiever
1699,9,Hispanic On-Campus Transitioner
1700,9,Hispanic On-Campus Transitioner
1701,5,Black Campus Connector
1702,3,Asian High-Pressure Achiever
1703,12,Black Male Striver
1704,2,Latino Off-Campus Working
1705,3,Asian High-Pressure Achiever
1706,9,Hispanic On-Campus Transitioner
1707,1,Latina Commuter Caretaker
1708,9,Hispanic On-Campus Transitioner
1709,8,Multiracial Bridge-Builder
1710,9,Hispanic On-Campus Transitioner
1711,5,Black Campus Connector
1712,1,Latina Commuter Caretaker
1713,11,White Rural First-Gen
1714,9,Hispanic On-Campus Transitioner
1715,11,White Rural First-Gen
1716,1,Latina Commuter Caretaker
1717,1,Latina Commuter Caretaker
1718,8,Multiracial Bridge-Builder
1719,7,White Off-Campus Working
1720,11,White Rural First-Gen
1721,3,Asian High-Pressure Achiever
1722,1,Latina Commuter Caretaker
1723,2,Latino Off-Campus Working
1724,5,Black Campus Connector
1725,9,Hispanic On-Campus Transitioner
1726,3,Asian High-Pressure Achiever
1727,4,Asian First-Gen Navigator
1728,1,Latina Commuter Caretaker
1729,9,Hispanic On-Campus Transitioner
1730,8,Multiracial Bridge-Builder
1731,8,Multiracial Bridge-Builder
1732,7,White Off-Campus Working
1733,1,Latina Commuter Caretaker
1734,1,Latina Commuter Caretaker
1735,8,Multiracial Bridge-Builder
1736,4,Asian First-Gen Navigator
1737,3,Asian High-Pressure Achiever
1738,1,Latina Commuter Caretaker
1739,8,Multiracial Bridge-Builder
1740,5,Black Campus Connector
1741,3,Asian High-Pressure Achiever
1742,8,Multiracial Bridge-Builder
1743,11,White Rural First-Gen
1744,10,Continuing-Gen Cruiser
1745,7,White Off-Campus Working
1746,8,Multiracial Bridge-Builder
1747,8,Multiracial Bridge-Builder
1748,7,White Off-Campus Working
1749,1,Latina Commuter Caretaker
1750,1,Latina Commuter Caretaker
1751,1,Latina Commuter Caretaker
1752,10,Continuing-Gen Cruiser
1753,1,Latina Commuter Caretaker
1754,1,Latina Commuter Caretaker
1755,10,Continuing-Gen Cruiser
1756,13,White Working-Class Striver
1757,11,White Rural First-Gen
1758,1,Latina Commuter Caretaker
1759,4,Asian First-Gen Navigator
1760,1,Latina Commuter Caretaker
1761,1,Latina Commuter Caretaker
1762,1,Latina Commuter Caretaker
1763,1,Latina Commuter Caretaker
1764,10,Continuing-Gen Cruiser
1765,2,Latino Off-Campus Working
1766,1,Latina Commuter Caretaker
1767,1,Latina Commuter Caretaker
1768,8,Multiracial Bridge-Builder
1769,1,Latina Commuter Caretaker
1770,1,Latina Commuter Caretaker
1771,2,Latino Off-Campus Working
1772,1,Latina Commuter Caretaker
1773,9,Hispanic On-Campus Transitioner
1774,1,Latina Commuter Caretaker
1775,10,Continuing-Gen Cruiser
1776,9,Hispanic On-Campus Transitioner
1777,9,Hispanic On-Campus Transitioner
1778,1,Latina Commuter Caretaker
1779,13,White Working-Class Striver
1780,9,Hispanic On-Campus Transitioner
1781,8,Multiracial Bridge-Builder
1782,9,Hispanic On-Campus Transitioner
1783,1,Latina Commuter Caretaker
1784,3,Asian High-Pressure Achiever
1785,1,Latina Commuter Caretaker
1786,1,Latina Commuter Caretaker
1787,1,Latina Commuter Caretaker
1788,12,Black Male Striver
1789,3,Asian High-Pressure Achiever
1790,1,Latina Commuter Caretaker
1791,1,Latina Commuter Caretaker
1792,13,White Working-Class Striver
1793,11,White Rural First-Gen
1794,8,Multiracial Bridge-Builder
1795,9,Hispanic On-Campus Transitioner
1796,1,Latina Commuter Caretaker
1797,10,Continuing-Gen Cruiser
1798,1,Latina Commuter Caretaker
1799,3,Asian High-Pressure Achiever
1800,3,Asian High-Pressure Achiever
1801,1,Latina Commuter Caretaker
1802,3,Asian High-Pressure Achiever
1803,8,Multiracial Bridge-Builder
1804,1,Latina Commuter Caretaker
1805,1,Latina Commuter Caretaker
1806,1,Latina Commuter Caretaker
1807,2,Latino Off-Campus Working
1808,2,Latino Off-Campus Working
1809,4,Asian First-Gen Navigator
1810,1,Latina Commuter Caretaker
1811,3,Asian High-Pressure Achiever
1812,4,Asian First-Gen Navigator
1813,4,Asian First-Gen Navigator
1814,1,Latina Commuter Caretaker
1815,9,Hispanic On-Campus Transitioner
1816,1,Latina Commuter Caretaker
1817,9,Hispanic On-Campus Transitioner
1818,9,Hispanic On-Campus Transitioner
1819,2,Latino Off-Campus Working
1820,2,Latino Off-Campus Working
1821,1,Latina Commuter Caretaker
1822,1,Latina Commuter Caretaker
1823,2,Latino Off-Campus Working
1824,9,Hispanic On-Campus Transitioner
1825,1,Latina Commuter Caretaker
1826,9,Hispanic On-Campus Transitioner
1827,2,Latino Off-Campus Working
1828,2,Latino Off-Campus Working
1829,4,Asian First-Gen Navigator
1830,1,Latina Commuter Caretaker
1831,2,Latino Off-Campus Working
1832,13,White Working-Class Striver
1833,2,Latino Off-Campus Working
1834,1,Latina Commuter Caretaker
1835,10,Continuing-Gen Cruiser
1836,1,Latina Commuter Caretaker
1837,3,Asian High-Pressure Achiever
1838,1,Latina Commuter Caretaker
1839,2,Latino Off-Campus Working
1840,1,Latina Commuter Caretaker
1841,9,Hispanic On-Campus Transitioner
1842,1,Latina Commuter Caretaker
1843,1,Latina Commuter Caretaker
1844,2,Latino Off-Campus Working
1845,8,Multiracial Bridge-Builder
1846,9,Hispanic On-Campus Transitioner
1847,4,Asian First-Gen Navigator
1848,2,Latino Off-Campus Working
1849,3,Asian High-Pressure Achiever
1850,1,Latina Commuter Caretaker
1851,1,Latina Commuter Caretaker
1852,1,Latina Commuter Caretaker
1853,3,Asian High-Pressure Achiever
1854,4,Asian First-Gen Navigator
1855,9,Hispanic On-Campus Transitioner
1856,1,Latina Commuter Caretaker
1857,4,Asian First-Gen Navigator
1858,3,Asian High-Pressure Achiever
1859,2,Latino Off-Campus Working
1860,2,Latino Off-Campus Working
1861,13,White Working-Class Striver
1862,3,Asian High-Pressure Achiever
1863,9,Hispanic On-Campus Transitioner
1864,1,Latina Commuter Caretaker
1865,6,White Residential Traditional
1866,3,Asian High-Pressure Achiever
1867,9,Hispanic On-Campus Transitioner
1868,2,Latino Off-Campus Working
1869,1,Latina Commuter Caretaker
1870,8,Multiracial Bridge-Builder
1871,1,Latina Commuter Caretaker
1872,9,Hispanic On-Campus Transitioner
1873,1,Latina Commuter Caretaker
1874,13,White Working-Class Striver
1875,4,Asian First-Gen Navigator
1876,9,Hispanic On-Campus Transitioner
1877,3,Asian High-Pressure Achiever
1878,3,Asian High-Pressure Achiever
1879,1,Latina Commuter Caretaker
1880,3,Asian High-Pressure Achiever
1881,5,Black Campus Connector
1882,1,Latina Commuter Caretaker
1883,11,White Rural First-Gen
1884,1,Latina Commuter Caretaker
1885,8,Multiracial Bridge-Builder
1886,1,Latina Commuter Caretaker
1887,3,Asian High-Pressure Achiever
1888,9,Hispanic On-Campus Transitioner
1889,9,Hispanic On-Campus Transitioner
1890,9,Hispanic On-Campus Transitioner
1891,2,Latino Off-Campus Working
1892,10,Continuing-Gen Cruiser
1893,2,Latino Off-Campus Working
1894,8,Multiracial Bridge-Builder
1895,3,Asian High-Pressure Achiever
1896,3,Asian High-Pressure Achiever
1897,9,Hispanic On-Campus Transitioner
1898,1,Latina Commuter Caretaker
1899,9,Hispanic On-Campus Transitioner
1900,1,Latina Commuter Caretaker
1901,2,Latino Off-Campus Working
1902,10,Continuing-Gen Cruiser
1903,1,Latina Commuter Caretaker
1904,3,Asian High-Pressure Achiever
1905,3,Asian High-Pressure Achiever
1906,1,Latina Commuter Caretaker
1907,9,Hispanic On-Campus Transitioner
1908,7,White Off-Campus Working
1909,2,Latino Off-Campus Working
1910,9,Hispanic On-Campus Transitioner
1911,13,White Working-Class Striver
1912,3,Asian High-Pressure Achiever
1913,9,Hispanic On-Campus Transitioner
1914,8,Multiracial Bridge-Builder
1915,4,Asian First-Gen Navigator
1916,6,White Residential Traditional
1917,4,Asian First-Gen Navigator
1918,11,White Rural First-Gen
1919,8,Multiracial Bridge-Builder
1920,12,Black Male Striver
1921,1,Latina Commuter Caretaker
1922,2,Latino Off-Campus Working
1923,10,Continuing-Gen Cruiser
1924,9,Hispanic On-Campus Transitioner
1925,2,Latino Off-Campus Working
1926,1,Latina Commuter Caretaker
1927,10,Continuing-Gen Cruiser
1928,3,Asian High-Pressure Achiever
1929,8,Multiracial Bridge-Builder
1930,1,Latina Commuter Caretaker
1931,3,Asian High-Pressure Achiever
1932,11,White Rural First-Gen
1933,1,Latina Commuter Caretaker
1934,1,Latina Commuter Caretaker
1935,7,White Off-Campus Working
1936,1,Latina Commuter Caretaker
1937,6,White Residential Traditional
1938,2,Latino Off-Campus Working
1939,2,Latino Off-Campus Working
1940,8,Multiracial Bridge-Builder
1941,1,Latina Commuter Caretaker
1942,5,Black Campus Connector
1943,9,Hispanic On-Campus Transitioner
1944,8,Multiracial Bridge-Builder
1945,1,Latina Commuter Caretaker
1946,9,Hispanic On-Campus Transitioner
1947,8,Multiracial Bridge-Builder
1948,2,Latino Off-Campus Working
1949,8,Multiracial Bridge-Builder
1950,8,Multiracial Bridge-Builder
1951,3,Asian High-Pressure Achiever
1952,4,Asian First-Gen Navigator
1953,1,Latina Commuter Caretaker
1954,8,Multiracial Bridge-Builder
1955,6,White Residential Traditional
1956,5,Black Campus Connector
1957,3,Asian High-Pressure Achiever
1958,4,Asian First-Gen Navigator
1959,1,Latina Commuter Caretaker
1960,3,Asian High-Pressure Achiever
1961,12,Black Male Striver
1962,1,Latina Commuter Caretaker
1963,1,Latina Commuter Caretaker
1964,9,Hispanic On-Campus Transitioner
1965,8,Multiracial Bridge-Builder
1966,1,Latina Commuter Caretaker
1967,7,White Off-Campus Working
1968,1,Latina Commuter Caretaker
1969,3,Asian High-Pressure Achiever
1970,8,Multiracial Bridge-Builder
1971,9,Hispanic On-Campus Transitioner
1972,2,Latino Off-Campus Working
1973,1,Latina Commuter Caretaker
1974,8,Multiracial Bridge-Builder
1975,2,Latino Off-Campus Working
1976,1,Latina Commuter Caretaker
1977,9,Hispanic On-Campus Transitioner
1978,9,Hispanic On-Campus Transitioner
1979,1,Latina Commuter Caretaker
1980,10,Continuing-Gen Cruiser
1981,9,Hispanic On-Campus Transitioner
1982,9,Hispanic On-Campus Transitioner
1983,7,White Off-Campus Working
1984,1,Latina Commuter Caretaker
1985,3,Asian High-Pressure Achiever
1986,9,Hispanic On-Campus Transitioner
1987,12,Black Male Striver
1988,1,Latina Commuter Caretaker
1989,9,Hispanic On-Campus Transitioner
1990,9,Hispanic On-Campus Transitioner
1991,7,White Off-Campus Working
1992,9,Hispanic On-Campus Transitioner
1993,9,Hispanic On-Campus Transitioner
1994,9,Hispanic On-Campus Transitioner
1995,3,Asian High-Pressure Achiever
1996,5,Black Campus Connector
1997,9,Hispanic On-Campus Transitioner
1998,1,Latina Commuter Caretaker
1999,9,Hispanic On-Campus Transitioner
2000,1,Latina Commuter Caretaker
2001,1,Latina Commuter Caretaker
2002,1,Latina Commuter Caretaker
2003,8,Multiracial Bridge-Builder
2004,9,Hispanic On-Campus Transitioner
2005,9,Hispanic On-Campus Transitioner
2006,6,White Residential Traditional
2007,2,Latino Off-Campus Working
2008,2,Latino Off-Campus Working
2009,8,Multiracial Bridge-Builder
2010,1,Latina Commuter Caretaker
2011,1,Latina Commuter Caretaker
2012,11,White Rural First-Gen
2013,8,Multiracial Bridge-Builder
2014,8,Multiracial Bridge-Builder
2015,1,Latina Commuter Caretaker
2016,12,Black Male Striver
2017,9,Hispanic On-Campus Transitioner
2018,3,Asian High-Pressure Achiever
2019,3,Asian High-Pressure Achiever
2020,9,Hispanic On-Campus Transitioner
2021,4,Asian First-Gen Navigator
2022,6,White Residential Traditional
2023,9,Hispanic On-Campus Transitioner
2024,1,Latina Commuter Caretaker
2025,1,Latina Commuter Caretaker
2026,7,White Off-Campus Working
2027,9,Hispanic On-Campus Transitioner
2028,2,Latino Off-Campus Working
2029,11,White Rural First-Gen
2030,3,Asian High-Pressure Achiever
2031,11,White Rural First-Gen
2032,3,Asian High-Pressure Achiever
2033,3,Asian High-Pressure Achiever
2034,8,Multiracial Bridge-Builder
2035,9,Hispanic On-Campus Transitioner
2036,9,Hispanic On-Campus Transitioner
2037,3,Asian High-Pressure Achiever
2038,1,Latina Commuter Caretaker
2039,2,Latino Off-Campus Working
2040,10,Continuing-Gen Cruiser
2041,10,Continuing-Gen Cruiser
2042,3,Asian High-Pressure Achiever
2043,8,Multiracial Bridge-Builder
2044,3,Asian High-Pressure Achiever
2045,1,Latina Commuter Caretaker
2046,11,White Rural First-Gen
2047,1,Latina Commuter Caretaker
2048,9,Hispanic On-Campus Transitioner
2049,3,Asian High-Pressure Achiever
2050,3,Asian High-Pressure Achiever
2051,1,Latina Commuter Caretaker
2052,8,Multiracial Bridge-Builder
2053,9,Hispanic On-Campus Transitioner
2054,11,White Rural First-Gen
2055,10,Continuing-Gen Cruiser
2056,3,Asian High-Pressure Achiever
2057,9,Hispanic On-Campus Transitioner
2058,9,Hispanic On-Campus Transitioner
2059,1,Latina Commuter Caretaker
2060,3,Asian High-Pressure Achiever
2061,6,White Residential Traditional
2062,9,Hispanic On-Campus Transitioner
2063,1,Latina Commuter Caretaker
2064,2,Latino Off-Campus Working
2065,2,Latino Off-Campus Working
2066,9,Hispanic On-Campus Transitioner
2067,5,Black Campus Connector
2068,1,Latina Commuter Caretaker
2069,1,Latina Commuter Caretaker
2070,9,Hispanic On-Campus Transitioner
2071,1,Latina Commuter Caretaker
2072,9,Hispanic On-Campus Transitioner
2073,9,Hispanic On-Campus Transitioner
2074,2,Latino Off-Campus Working
2075,3,Asian High-Pressure Achiever
2076,13,White Working-Class Striver
2077,9,Hispanic On-Campus Transitioner
2078,1,Latina Commuter Caretaker
2079,13,White Working-Class Striver
2080,5,Black Campus Connector
2081,2,Latino Off-Campus Working
2082,1,Latina Commuter Caretaker
2083,1,Latina Commuter Caretaker
2084,1,Latina Commuter Caretaker
2085,2,Latino Off-Campus Working
2086,7,White Off-Campus Working
2087,1,Latina Commuter Caretaker
2088,1,Latina Commuter Caretaker
2089,3,Asian High-Pressure Achiever
2090,2,Latino Off-Campus Working
2091,7,White Off-Campus Working
2092,10,Continuing-Gen Cruiser
2093,1,Latina Commuter Caretaker
2094,2,Latino Off-Campus Working
2095,8,Multiracial Bridge-Builder
2096,3,Asian High-Pressure Achiever
2097,3,Asian High-Pressure Achiever
2098,8,Multiracial Bridge-Builder
2099,7,White Off-Campus Working
2100,3,Asian High-Pressure Achiever
2101,9,Hispanic On-Campus Transitioner
2102,1,Latina Commuter Caretaker
2103,9,Hispanic On-Campus Transitioner
2104,6,White Residential Traditional
2105,2,Latino Off-Campus Working
2106,9,Hispanic On-Campus Transitioner
2107,1,Latina Commuter Caretaker
2108,1,Latina Commuter Caretaker
2109,1,Latina Commuter Caretaker
2110,8,Multiracial Bridge-Builder
2111,1,Latina Commuter Caretaker
2112,11,White Rural First-Gen
2113,1,Latina Commuter Caretaker
2114,9,Hispanic On-Campus Transitioner
2115,2,Latino Off-Campus Working
2116,3,Asian High-Pressure Achiever
2117,13,White Working-Class Striver
2118,1,Latina Commuter Caretaker
2119,9,Hispanic On-Campus Transitioner
2120,6,White Residential Traditional
2121,1,Latina Commuter Caretaker
2122,1,Latina Commuter Caretaker
2123,9,Hispanic On-Campus Transitioner
2124,10,Continuing-Gen Cruiser
2125,1,Latina Commuter Caretaker
2126,1,Latina Commuter Caretaker
2127,9,Hispanic On-Campus Transitioner
2128,2,Latino Off-Campus Working
2129,4,Asian First-Gen Navigator
2130,3,Asian High-Pressure Achiever
2131,9,Hispanic On-Campus Transitioner
2132,12,Black Male Striver
2133,1,Latina Commuter Caretaker
2134,3,Asian High-Pressure Achiever
2135,2,Latino Off-Campus Working
2136,9,Hispanic On-Campus Transitioner
2137,8,Multiracial Bridge-Builder
2138,4,Asian First-Gen Navigator
2139,11,White Rural First-Gen
2140,1,Latina Commuter Caretaker
2141,7,White Off-Campus Working
2142,12,Black Male Striver
2143,9,Hispanic On-Campus Transitioner
2144,10,Continuing-Gen Cruiser
2145,9,Hispanic On-Campus Transitioner
2146,1,Latina Commuter Caretaker
2147,7,White Off-Campus Working
2148,6,White Residential Traditional
2149,3,Asian High-Pressure Achiever
2150,9,Hispanic On-Campus Transitioner
2151,9,Hispanic On-Campus Transitioner
2152,1,Latina Commuter Caretaker
2153,6,White Residential Traditional
2154,9,Hispanic On-Campus Transitioner
2155,9,Hispanic On-Campus Transitioner
2156,7,White Off-Campus Working
2157,11,White Rural First-Gen
2158,3,Asian High-Pressure Achiever
2159,9,Hispanic On-Campus Transitioner
2160,9,Hispanic On-Campus Transitioner
2161,1,Latina Commuter Caretaker
2162,8,Multiracial Bridge-Builder
2163,1,Latina Commuter Caretaker
2164,4,Asian First-Gen Navigator
2165,9,Hispanic On-Campus Transitioner
2166,8,Multiracial Bridge-Builder
2167,8,Multiracial Bridge-Builder
2168,11,White Rural First-Gen
2169,4,Asian First-Gen Navigator
2170,1,Latina Commuter Caretaker
2171,9,Hispanic On-Campus Transitioner
2172,8,Multiracial Bridge-Builder
2173,9,Hispanic On-Campus Transitioner
2174,2,Latino Off-Campus Working
2175,1,Latina Commuter Caretaker
2176,1,Latina Commuter Caretaker
2177,2,Latino Off-Campus Working
2178,10,Continuing-Gen Cruiser
2179,2,Latino Off-Campus Working
2180,6,White Residential Traditional
2181,9,Hispanic On-Campus Transitioner
2182,10,Continuing-Gen Cruiser
2183,1,Latina Commuter Caretaker
2184,2,Latino Off-Campus Working
2185,11,White Rural First-Gen
2186,1,Latina Commuter Caretaker
2187,1,Latina Commuter Caretaker
2188,9,Hispanic On-Campus Transitioner
2189,8,Multiracial Bridge-Builder
2190,1,Latina Commuter Caretaker
2191,7,White Off-Campus Working
2192,9,Hispanic On-Campus Transitioner
2193,2,Latino Off-Campus Working
2194,9,Hispanic On-Campus Transitioner
2195,6,White Residential Traditional
2196,1,Latina Commuter Caretaker
2197,3,Asian High-Pressure Achiever
2198,9,Hispanic On-Campus Transitioner
2199,8,Multiracial Bridge-Builder
2200,9,Hispanic On-Campus Transitioner
2201,9,Hispanic On-Campus Transitioner
2202,9,Hispanic On-Campus Transitioner
2203,1,Latina Commuter Caretaker
2204,1,Latina Commuter Caretaker
2205,3,Asian High-Pressure Achiever
2206,8,Multiracial Bridge-Builder
2207,8,Multiracial Bridge-Builder
2208,13,White Working-Class Striver
2209,1,Latina Commuter Caretaker
2210,2,Latino Off-Campus Working
2211,6,White Residential Traditional
2212,1,Latina Commuter Caretaker
2213,2,Latino Off-Campus Working
2214,4,Asian First-Gen Navigator
2215,1,Latina Commuter Caretaker
2216,9,Hispanic On-Campus Transitioner
2217,1,Latina Commuter Caretaker
2218,3,Asian High-Pressure Achiever
2219,3,Asian High-Pressure Achiever
2220,6,White Residential Traditional
2221,1,Latina Commuter Caretaker
2222,8,Multiracial Bridge-Builder
2223,3,Asian High-Pressure Achiever
2224,3,Asian High-Pressure Achiever
2225,1,Latina Commuter Caretaker
2226,2,Latino Off-Campus Working
2227,3,Asian High-Pressure Achiever
2228,9,Hispanic On-Campus Transitioner
2229,6,White Residential Traditional
2230,2,Latino Off-Campus Working
2231,8,Multiracial Bridge-Builder
2232,1,Latina Commuter Caretaker
2233,11,White Rural First-Gen
2234,8,Multiracial Bridge-Builder
2235,9,Hispanic On-Campus Transitioner
2236,9,Hispanic On-Campus Transitioner
2237,7,White Off-Campus Working
2238,5,Black Campus Connector
2239,3,Asian High-Pressure Achiever
2240,1,Latina Commuter Caretaker
2241,10,Continuing-Gen Cruiser
2242,3,Asian High-Pressure Achiever
2243,13,White Working-Class Striver
2244,5,Black Campus Connector
2245,4,Asian First-Gen Navigator
2246,8,Multiracial Bridge-Builder
2247,11,White Rural First-Gen
2248,9,Hispanic On-Campus Transitioner
2249,9,Hispanic On-Campus Transitioner
2250,1,Latina Commuter Caretaker
2251,5,Black Campus Connector
2252,1,Latina Commuter Caretaker
2253,3,Asian High-Pressure Achiever
2254,8,Multiracial Bridge-Builder
2255,9,Hispanic On-Campus Transitioner
2256,9,Hispanic On-Campus Transitioner
2257,1,Latina Commuter Caretaker
2258,4,Asian First-Gen Navigator
2259,8,Multiracial Bridge-Builder
2260,8,Multiracial Bridge-Builder
2261,13,White Working-Class Striver
2262,4,Asian First-Gen Navigator
2263,2,Latino Off-Campus Working
2264,11,White Rural First-Gen
2265,10,Continuing-Gen Cruiser
2266,1,Latina Commuter Caretaker
2267,13,White Working-Class Striver
2268,3,Asian High-Pressure Achiever
2269,9,Hispanic On-Campus Transitioner
2270,1,Latina Commuter Caretaker
2271,1,Latina Commuter Caretaker
2272,1,Latina Commuter Caretaker
2273,1,Latina Commuter Caretaker
2274,1,Latina Commuter Caretaker
2275,9,Hispanic On-Campus Transitioner
2276,9,Hispanic On-Campus Transitioner
2277,13,White Working-Class Striver
2278,9,Hispanic On-Campus Transitioner
2279,5,Black Campus Connector
2280,5,Black Campus Connector
2281,3,Asian High-Pressure Achiever
2282,9,Hispanic On-Campus Transitioner
2283,13,White Working-Class Striver
2284,1,Latina Commuter Caretaker
2285,9,Hispanic On-Campus Transitioner
2286,9,Hispanic On-Campus Transitioner
2287,4,Asian First-Gen Navigator
2288,3,Asian High-Pressure Achiever
2289,13,White Working-Class Striver
2290,11,White Rural First-Gen
2291,9,Hispanic On-Campus Transitioner
2292,3,Asian High-Pressure Achiever
2293,2,Latino Off-Campus Working
2294,8,Multiracial Bridge-Builder
2295,1,Latina Commuter Caretaker
2296,2,Latino Off-Campus Working
2297,1,Latina Commuter Caretaker
2298,1,Latina Commuter Caretaker
2299,4,Asian First-Gen Navigator
2300,1,Latina Commuter Caretaker
2301,9,Hispanic On-Campus Transitioner
2302,9,Hispanic On-Campus Transitioner
2303,3,Asian High-Pressure Achiever
2304,3,Asian High-Pressure Achiever
2305,12,Black Male Striver
2306,3,Asian High-Pressure Achiever
2307,9,Hispanic On-Campus Transitioner
2308,1,Latina Commuter Caretaker
2309,9,Hispanic On-Campus Transitioner
2310,8,Multiracial Bridge-Builder
2311,9,Hispanic On-Campus Transitioner
2312,1,Latina Commuter Caretaker
2313,9,Hispanic On-Campus Transitioner
2314,4,Asian First-Gen Navigator
2315,9,Hispanic On-Campus Transitioner
2316,1,Latina Commuter Caretaker
2317,9,Hispanic On-Campus Transitioner
2318,1,Latina Commuter Caretaker
2319,3,Asian High-Pressure Achiever
2320,1,Latina Commuter Caretaker
2321,9,Hispanic On-Campus Transitioner
2322,1,Latina Commuter Caretaker
2323,2,Latino Off-Campus Working
2324,9,Hispanic On-Campus Transitioner
2325,6,White Residential Traditional
2326,1,Latina Commuter Caretaker
2327,9,Hispanic On-Campus Transitioner
2328,9,Hispanic On-Campus Transitioner
2329,2,Latino Off-Campus Working
2330,8,Multiracial Bridge-Builder
2331,4,Asian First-Gen Navigator
2332,1,Latina Commuter Caretaker
2333,1,Latina Commuter Caretaker
2334,2,Latino Off-Campus Working
2335,7,White Off-Campus Working
2336,9,Hispanic On-Campus Transitioner
2337,9,Hispanic On-Campus Transitioner
2338,3,Asian High-Pressure Achiever
2339,7,White Off-Campus Working
2340,10,Continuing-Gen Cruiser
2341,1,Latina Commuter Caretaker
2342,9,Hispanic On-Campus Transitioner
2343,3,Asian High-Pressure Achiever
2344,4,Asian First-Gen Navigator
2345,2,Latino Off-Campus Working
2346,9,Hispanic On-Campus Transitioner
2347,2,Latino Off-Campus Working
2348,9,Hispanic On-Campus Transitioner
2349,1,Latina Commuter Caretaker
2350,4,Asian First-Gen Navigator
2351,7,White Off-Campus Working
2352,1,Latina Commuter Caretaker
2353,1,Latina Commuter Caretaker
2354,5,Black Campus Connector
2355,11,White Rural First-Gen
2356,6,White Residential Traditional
2357,8,Multiracial Bridge-Builder
2358,1,Latina Commuter Caretaker
2359,2,Latino Off-Campus Working
2360,6,White Residential Traditional
2361,2,Latino Off-Campus Working
2362,1,Latina Commuter Caretaker
2363,1,Latina Commuter Caretaker
2364,8,Multiracial Bridge-Builder
2365,1,Latina Commuter Caretaker
2366,2,Latino Off-Campus Working
